src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.199.129,192.168.199.128,82,49674,00:0c:29:fd:45:77,00:0c:29:1d:50:0e,6,2024-09-02 17:18:39,435571.19369506836,10799.612251890889,64.2834062612553,32.14170313062765,32.14170313062765,14,14,916,3788,91.0,60.0,65.42857142857143,10.560805473300698,2901.0,54.0,270.57142857142856,730.0247270064325,2901,54,168.0,526.3503721721057,277044.71428571426,280,280,20,14,16132.26643315068,335643.2914733887,0.0,63928.43862702705,435571.19369506836,336650.8483886719,998.4970092773438,33505.47643808218,89284.53958811892,433638.334274292,336641.788482666,999.2122650146484,33356.794944176305,89327.38009424033,0,0,0,0,1,0,0,0,0,0,0,1.0,168.0,8210,1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,5.0,0.0,0.0,1121.6089592824326,0.0,65.42857142857143,270.57142857142856,0,14,14,916,3788
192.168.199.128,192.168.199.129,49675,82,00:0c:29:1d:50:0e,00:0c:29:fd:45:77,6,2024-09-02 17:18:39,413641.92962646484,1339890.7613173942,1017.7885021960413,570.5417732025315,447.24672899350986,236,185,543065,11170,10686.0,54.0,2301.1228813559323,4315.561052864606,97.0,60.0,60.37837837837838,3.3751985034825553,10686,54,1316.4726840855108,3417.1498635370704,11676913.189871417,4720,3700,20,230,984.8617372058686,5001.544952392578,0.0,434.7071676254243,412633.41903686523,6000.041961669922,0.0,1755.8868895185756,715.3965447903109,412642.240524292,5998.849868774414,991.1060333251953,2242.6208724146304,790.0064151644162,0,0,0,0,1,0,0,0,0,0,0,0.7838983050847458,1316.4726840855108,64240,1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2301.1228813559323,60.37837837837838,0,236,185,543065,11170
