src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts 
10.122.251.51,10.3.9.4,58863,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,35922.76573181152,23188.637707322578,306.21250273775314,167.02500149331988,139.18750124443324,6,5,367,466,83.0,54.0,61.166666666666664,10.652334120849863,220.0,60.0,93.2,63.44257245730189,220,54,75.72727272727273,46.32315523303439,2145.8347107438017,120,100,20,2,3592.2765731811523,13923.406600952148,999.9275207519531,3726.214066145061,35922.76573181152,14923.572540283203,999.9275207519531,7184.553146362305,6125.766147483903,19007.205963134766,9006.738662719727,1994.8482513427734,4751.801490783691,2685.338491426632,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,75.72727272727273,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,4.0,0.0,18399.14020741447,61.166666666666664,93.2,0,6,5,367,466
10.122.251.51,10.3.9.4,58865,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,647217.9889678955,1249.9652571309007,16.99581931821991,9.270446900847224,7.725372417372687,6,5,372,437,88.0,54.0,62.0,12.382783747337808,191.0,60.0,87.4,51.85209735391617,191,54,73.54545454545455,38.284493980446484,1465.702479338843,120,100,20,2,64721.79889678955,473216.29524230957,999.2122650146484,138601.29295685596,647217.9889678955,587228.0597686768,999.2122650146484,129443.5977935791,229293.61713194434,633215.4273986816,473216.29524230957,16006.708145141602,158303.8568496704,184165.6504220472,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,73.54545454545455,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,4.0,0.0,289.59891094789583,62.0,87.4,0,6,5,372,437
10.122.251.51,10.3.9.4,58866,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,967086.0767364502,1039.2042902649316,11.374375316332586,6.204204717999592,5.1701705983329935,6,5,372,633,88.0,54.0,62.0,12.382783747337808,387.0,60.0,126.6,130.22073567600512,387,54,91.36363636363636,93.94802501893629,8826.231404958678,120,100,20,2,96708.60767364502,753416.5382385254,1008.0337524414062,220458.95621280526,967086.0767364502,877400.6366729736,1008.0337524414062,193417.21534729004,342831.6807254242,935092.2107696533,753416.5382385254,4000.1869201660156,233773.05269241333,302063.99477390747,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,91.36363636363636,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,4.0,0.0,418.80791541461025,62.0,126.6,0,6,5,372,633
10.122.251.51,10.3.9.4,58867,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,301994.08531188965,3159.002266599824,36.424554436685604,19.867938783646693,16.55661565303891,6,5,373,581,89.0,54.0,62.166666666666664,12.733376963276038,335.0,60.0,116.2,109.42467728990569,335,54,86.72727272727273,79.08808772397212,6254.92561983471,120,100,20,2,30199.408531188965,115000.48637390137,1989.3646240234375,37683.060305378094,301994.08531188965,131000.99563598633,1989.3646240234375,60398.81706237793,56068.32441569468,262993.33572387695,139000.17738342285,3999.2332458496094,65748.33393096924,61834.31988601989,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,86.72727272727273,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,4.0,0.0,2020.2572262110539,62.166666666666664,116.2,0,6,5,373,581
10.122.251.51,10.3.9.4,58868,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,295992.374420166,2763.5847092426634,37.163119561942906,20.270792488332493,16.89232707361041,6,5,373,445,89.0,54.0,62.166666666666664,12.733376963276038,199.0,60.0,89.0,55.04906902028408,199,54,74.36363636363636,40.55136524385456,1644.413223140496,120,100,20,2,29599.2374420166,109994.17304992676,991.1060333251953,36982.891061345195,295992.374420166,133993.14880371094,1992.940902709961,59198.4748840332,56835.62234144721,248993.3967590332,130001.54495239258,991.1060333251953,62248.3491897583,58677.46069675434,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,74.36363636363636,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,4.0,0.0,1181.2246268888805,62.166666666666664,89.0,0,6,5,373,445
10.122.251.51,10.3.9.4,58869,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,661225.0804901123,1141.8199676279369,15.123443279840224,7.561721639920112,7.561721639920112,5,5,318,437,88.0,54.0,63.6,12.986146464598342,191.0,60.0,87.4,51.85209735391617,191,54,75.5,39.62638010214912,1570.25,100,100,20,2,73469.45338779026,470215.3205871582,2007.7228546142578,143009.01262256442,661225.0804901123,572212.9344940186,2010.1070404052734,165306.27012252808,235678.01382349557,625209.5699310303,470215.3205871582,2007.7228546142578,156302.39248275757,184585.31524303212,0,0,0,0,1,0,0,0,0,0,0,1.0,75.5,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,4.0,0.0,295.67537599721294,63.6,87.4,0,5,5,318,437
10.122.251.51,10.3.9.4,58870,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,969094.0380096436,1037.0510606629066,11.350807629146242,6.19134961589795,5.159458013248292,6,5,372,633,88.0,54.0,62.0,12.382783747337808,387.0,60.0,126.6,130.22073567600512,387,54,91.36363636363636,93.94802501893629,8826.231404958678,120,100,20,2,96909.40380096436,728400.9456634521,1000.6427764892578,212271.4075257758,969094.0380096436,862408.1611633301,1000.6427764892578,193818.8076019287,335223.52798254375,928101.3011932373,728400.9456634521,4999.876022338867,232025.32529830933,289150.13822111255,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,91.36363636363636,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,4.0,0.0,427.99966043787236,62.0,126.6,0,6,5,372,633
10.122.251.51,10.3.9.4,58871,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,297995.56732177734,3201.3899017828853,36.91330075431,20.13452768416909,16.778773070140907,6,5,373,581,89.0,54.0,62.166666666666664,12.733376963276038,335.0,60.0,116.2,109.42467728990569,335,54,86.72727272727273,79.08808772397212,6254.92561983471,120,100,20,2,29799.556732177734,112993.47877502441,2007.0075988769531,36681.67227613549,297995.56732177734,130995.9888458252,2007.0075988769531,59599.11346435547,55318.18659759787,253992.55752563477,137998.8193511963,3999.7100830078125,63498.13938140869,60436.102371542656,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,86.72727272727273,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,4.0,0.0,2047.9498340047717,62.166666666666664,116.2,0,6,5,373,581
10.122.251.51,10.3.9.4,58872,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,337992.90657043457,2420.169134021564,32.54506170444646,17.751851838788976,14.79320986565748,6,5,373,445,89.0,54.0,62.166666666666664,12.733376963276038,199.0,60.0,89.0,55.04906902028408,199,54,74.36363636363636,40.55136524385456,1644.413223140496,120,100,20,2,33799.29065704346,125993.49021911621,993.9670562744141,41879.7910052762,337992.90657043457,133990.76461791992,999.6891021728516,67598.58131408691,56141.34198128615,284002.30407714844,143994.56977844238,993.9670562744141,71000.57601928711,64019.25227312147,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,74.36363636363636,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,4.0,0.0,1025.1823451965727,62.166666666666664,89.0,0,6,5,373,445
10.122.251.51,10.3.9.4,58873,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,664218.4257507324,1217.9728363988522,16.560817305794036,9.033173075887655,7.52764422990638,6,5,372,437,88.0,54.0,62.0,12.382783747337808,191.0,60.0,87.4,51.85209735391617,191,54,73.54545454545455,38.284493980446484,1465.702479338843,120,100,20,2,66421.84257507324,448223.5908508301,990.6291961669922,130695.31656035736,664218.4257507324,561223.9837646484,990.6291961669922,132843.68515014648,215098.90849942315,608222.246170044,448223.5908508301,1000.6427764892578,152055.561542511,175772.2151251729,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,73.54545454545455,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,4.0,0.0,314.2637570763074,62.0,87.4,0,6,5,372,437
10.122.251.51,10.3.9.4,58874,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,960087.2993469238,1046.7798091732147,11.457291443686927,6.249431696556506,5.2078597471304215,6,5,372,633,88.0,54.0,62.0,12.382783747337808,387.0,60.0,126.6,130.22073567600512,387,54,91.36363636363636,93.94802501893629,8826.231404958678,120,100,20,2,96008.72993469238,706407.5469970703,990.6291961669922,205715.40734237776,960087.2993469238,832416.5344238281,2000.8087158203125,192017.45986938477,321333.27277707186,896100.2826690674,706407.5469970703,990.6291961669922,224025.07066726685,281376.7311708224,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,91.36363636363636,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,4.0,0.0,447.6514438287711,62.0,126.6,0,6,5,372,633
10.122.251.51,10.3.9.4,58875,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,339993.7152862549,2788.2868340723276,32.35353921391941,17.647385025774227,14.706154188145188,6,5,373,575,89.0,54.0,62.166666666666664,12.733376963276038,335.0,60.0,115.0,110.0,335,54,86.18181818181819,79.24968389018478,6280.512396694214,120,100,20,2,33999.37152862549,124990.46325683594,1993.8945770263672,41369.3994820128,339993.7152862549,134006.97708129883,1993.8945770263672,67998.74305725098,56255.93990311881,282991.886138916,140993.59512329102,3005.504608154297,70747.971534729,61746.03746484977,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,86.18181818181819,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,4.0,0.0,1868.757351516795,62.166666666666664,115.0,0,6,5,373,575
10.122.251.51,10.3.9.4,58876,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,338012.6953125,2402.276634163958,32.54315637414229,17.750812567713975,14.792343806428313,6,5,373,439,89.0,54.0,62.166666666666664,12.733376963276038,199.0,60.0,87.8,55.599999999999994,199,54,73.81818181818181,40.70027514273356,1656.5123966942153,120,100,20,2,33801.26953125,126992.94090270996,1997.9476928710938,40523.64803892798,338012.6953125,135012.62664794922,1997.9476928710938,67602.5390625,53050.02706291173,268992.18559265137,142998.21853637695,3994.2264556884766,67248.04639816284,62117.01887507653,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,73.81818181818181,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,4.0,0.0,1051.6292733350049,62.166666666666664,87.8,0,6,5,373,439
10.122.251.51,10.3.9.4,58877,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,677218.6756134033,1185.7322145947437,16.242907049243062,8.859767481405306,7.383139567837756,6,5,372,431,88.0,54.0,62.0,12.382783747337808,191.0,60.0,86.2,52.4,191,54,73.0,38.430574948978986,1476.909090909091,120,100,20,2,67721.86756134033,429224.01428222656,3007.8887939453125,123474.2056116107,677218.6756134033,533215.2843475342,3007.8887939453125,135443.73512268066,200848.6219386136,605223.6557006836,429224.01428222656,9000.301361083984,151305.9139251709,164731.03264978513,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,73.0,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,4.0,0.0,315.53844944188876,62.0,86.2,0,6,5,372,431
10.122.251.51,10.3.9.4,58878,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,918095.8271026611,1088.121708550465,11.981320114169286,6.53526551681961,5.446054597349675,6,5,372,627,88.0,54.0,62.0,12.382783747337808,387.0,60.0,125.4,130.8,387,54,90.81818181818181,94.11097721869565,8856.876033057852,120,100,20,2,91809.58271026611,675403.1181335449,1004.2190551757812,196593.90333006484,918095.8271026611,770399.808883667,2008.199691772461,183619.16542053223,294727.42933789646,850082.6358795166,675403.1181335449,1004.2190551757812,212520.65896987915,270320.1658236681,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,90.81818181818181,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,4.0,0.0,478.14372495933736,62.0,125.4,0,6,5,372,627
10.122.251.51,10.3.9.4,58879,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,358995.4376220703,2640.7020832337143,30.64105792781736,16.713304324264016,13.927753603553345,6,5,373,575,89.0,54.0,62.166666666666664,12.733376963276038,335.0,60.0,115.0,110.0,335,54,86.18181818181819,79.24968389018478,6280.512396694214,120,100,20,2,35899.54376220703,142992.2580718994,993.4902191162109,44127.515158623224,358995.4376220703,151993.989944458,993.4902191162109,71799.08752441406,58032.09530675518,288992.16651916504,153000.1163482666,9998.798370361328,72248.04162979126,63197.502855765364,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,86.18181818181819,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,4.0,0.0,1718.465909449051,62.166666666666664,115.0,0,6,5,373,575
10.122.251.51,10.3.9.4,58880,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,360995.2926635742,2249.336809931023,30.471311464582822,16.6207153443179,13.85059612026492,6,5,373,439,89.0,54.0,62.166666666666664,12.733376963276038,199.0,60.0,87.8,55.599999999999994,199,54,73.81818181818181,40.70027514273356,1656.5123966942153,120,100,20,2,36099.52926635742,147000.55122375488,1002.5501251220703,45374.09002384778,360995.2926635742,153001.7852783203,1002.5501251220703,72199.05853271484,57969.38230555145,293000.4596710205,158992.76733398438,7001.638412475586,73250.11491775513,66035.3614831521,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,73.81818181818181,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,4.0,0.0,920.904957091344,62.166666666666664,87.8,0,6,5,373,439
10.122.251.51,10.3.9.4,58881,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,651232.9578399658,1233.045702513922,16.891037020738658,9.213292920402903,7.677744100335754,6,5,372,431,88.0,54.0,62.0,12.382783747337808,191.0,60.0,86.2,52.4,191,54,73.0,38.430574948978986,1476.909090909091,120,100,20,2,65123.29578399658,400223.970413208,997.7817535400391,114605.64656345823,651232.9578399658,507216.9303894043,997.7817535400391,130246.59156799316,190306.7240973193,579223.3943939209,400223.970413208,14999.866485595703,144805.84859848022,151895.71775900465,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,73.0,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,4.0,0.0,334.611724741366,62.0,86.2,0,6,5,372,431
10.122.251.51,10.3.9.4,58882,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,952091.2170410156,1049.2692108900776,11.553514834625478,6.301917182522988,5.2515976521024905,6,5,372,627,88.0,54.0,62.0,12.382783747337808,387.0,60.0,125.4,130.8,387,54,90.81818181818181,94.11097721869565,8856.876033057852,120,100,20,2,95209.12170410156,674415.111541748,1000.8811950683594,194931.01671454674,952091.2170410156,781407.356262207,1000.8811950683594,190418.24340820312,297028.9120601566,872093.915939331,674415.111541748,7999.181747436523,218023.47898483276,266466.704451593,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,90.81818181818181,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,4.0,0.0,466.696963174324,62.0,125.4,0,6,5,372,627
10.122.251.51,10.3.9.4,58883,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,336975.8129119873,2813.2582923617797,32.643292421919384,17.805432230137846,14.83786019178154,6,5,373,575,89.0,54.0,62.166666666666664,12.733376963276038,335.0,60.0,115.0,110.0,335,54,86.18181818181819,79.24968389018478,6280.512396694214,120,100,20,2,33697.58129119873,124994.03953552246,1000.4043579101562,41381.593934606266,336975.8129119873,134994.0299987793,1000.4043579101562,67395.16258239746,50991.491954589685,265001.2969970703,132000.20790100098,2993.1068420410156,66250.32424926758,62306.821218758494,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,86.18181818181819,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,4.0,0.0,2135.814528888321,62.166666666666664,115.0,0,6,5,373,575
10.122.251.51,10.3.9.4,58884,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,372993.46923828125,2176.9818159504184,29.491132974697784,16.086072531653336,13.405060443044448,6,5,373,439,89.0,54.0,62.166666666666664,12.733376963276038,199.0,60.0,87.8,55.599999999999994,199,54,73.81818181818181,40.70027514273356,1656.5123966942153,120,100,20,2,37299.346923828125,116999.14932250977,2000.3318786621094,45578.0971736727,372993.46923828125,134993.5531616211,2000.3318786621094,74598.69384765625,59358.15431009576,266000.03242492676,140000.581741333,2992.1531677246094,66500.00810623169,63437.616675895384,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,73.81818181818181,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,4.0,0.0,1108.8483716102244,62.166666666666664,87.8,0,6,5,373,439
10.122.251.51,10.3.9.4,58885,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,646223.5450744629,1251.8887715655435,17.021973408184152,9.284712768100446,7.737260640083705,6,5,372,437,88.0,54.0,62.0,12.382783747337808,191.0,60.0,87.4,51.85209735391617,191,54,73.54545454545455,38.284493980446484,1465.702479338843,120,100,20,2,64622.35450744629,367221.1170196533,992.0597076416016,106100.06172081799,646223.5450744629,463223.4573364258,992.0597076416016,129244.70901489258,169989.69558149227,541223.5260009766,367221.1170196533,1008.5105895996094,135305.88150024414,140888.3954192636,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,73.54545454545455,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,4.0,0.0,371.50420095556524,62.0,87.4,0,6,5,372,437
10.122.251.51,10.3.9.4,58886,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,945095.3006744385,1063.3848240307748,11.639037874963705,6.348566113616566,5.290471761347138,6,5,372,633,88.0,54.0,62.0,12.382783747337808,387.0,60.0,126.6,130.22073567600512,387,54,91.36363636363636,93.94802501893629,8826.231404958678,120,100,20,2,94509.53006744385,639413.595199585,999.9275207519531,185229.54594264223,945095.3006744385,773407.2208404541,1001.1196136474609,189019.0601348877,294547.6285485229,832100.1529693604,639413.595199585,999.9275207519531,208025.0382423401,252417.77755205682,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,91.36363636363636,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,4.0,0.0,489.47154719415107,62.0,126.6,0,6,5,372,633
10.122.251.51,10.3.9.4,58887,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,401896.23832702637,2358.817798211399,27.370248713423408,14.929226570958221,12.441022142465185,6,5,373,575,89.0,54.0,62.166666666666664,12.733376963276038,335.0,60.0,115.0,110.0,335,54,86.18181818181819,79.24968389018478,6280.512396694214,120,100,20,2,40189.62383270264,116004.70542907715,1991.27197265625,42774.834211489346,401896.23832702637,144999.50408935547,1991.27197265625,80379.24766540527,63287.7381246504,273997.7836608887,147003.173828125,1996.2787628173828,68499.44591522217,66147.34658918664,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,86.18181818181819,64240,26000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,4.0,0.0,2354.4306360226337,62.166666666666664,115.0,0,6,5,373,575
10.122.251.51,10.3.9.4,58888,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,402976.03607177734,2029.897380434551,27.296908538850932,14.889222839373236,12.407685699477696,6,5,373,445,89.0,54.0,62.166666666666664,12.733376963276038,199.0,60.0,89.0,55.04906902028408,199,54,74.36363636363636,40.55136524385456,1644.413223140496,120,100,20,2,40297.603607177734,117011.54708862305,1001.1196136474609,43832.598308610264,402976.03607177734,150999.0692138672,1001.1196136474609,80595.20721435547,63823.026703414725,277000.90408325195,145013.33236694336,1987.9341125488281,69250.22602081299,67060.31982238455,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,74.36363636363636,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,4.0,0.0,1234.9647613060788,62.166666666666664,89.0,0,6,5,373,445
10.122.251.51,10.3.9.4,58889,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,567223.072052002,1426.246638863506,19.392723148947546,10.577848990335024,8.81487415861252,6,5,372,437,88.0,54.0,62.0,12.382783747337808,191.0,60.0,87.4,51.85209735391617,191,54,73.54545454545455,38.284493980446484,1465.702479338843,120,100,20,2,56722.307205200195,257223.60610961914,1000.8811950683594,80695.45070642828,567223.072052002,406223.7739562988,1000.8811950683594,113444.61441040039,151078.81249534106,463223.934173584,257223.60610961914,2000.0934600830078,115805.983543396,95778.29853744949,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,73.54545454545455,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,4.0,0.0,484.0364644602551,62.0,87.4,0,6,5,372,437
10.122.251.51,10.3.9.4,58890,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,810093.6412811279,1240.5973196020107,13.578677129972256,7.406551161803049,6.172125968169207,6,5,372,633,88.0,54.0,62.0,12.382783747337808,387.0,60.0,126.6,130.22073567600512,387,54,91.36363636363636,93.94802501893629,8826.231404958678,120,100,20,2,81009.3641281128,512407.0644378662,1001.1196136474609,150801.96707241473,810093.6412811279,655405.7598114014,1001.1196136474609,162018.7282562256,249356.85938080252,701092.9584503174,512407.0644378662,1992.7024841308594,175273.23961257935,201523.59116458028,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,91.36363636363636,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,4.0,0.0,631.1980727073634,62.0,126.6,0,6,5,372,633
10.122.251.51,10.3.9.4,58891,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,373356.1038970947,2410.5672589942715,26.784080655491902,13.392040327745951,13.392040327745951,5,5,319,581,89.0,54.0,63.8,13.362634470792052,335.0,60.0,116.2,109.42467728990569,335,54,90.0,82.23502903264522,6762.6,100,100,20,2,41484.01154412163,122007.13157653809,993.7286376953125,51198.33982092985,373356.1038970947,137010.0975036621,1999.6166229248047,93339.02597427368,53461.69407308926,265216.588973999,139005.4225921631,993.7286376953125,66304.14724349976,60622.33930665042,0,0,0,0,1,0,0,0,0,0,0,1.0,90.0,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.0,4.0,0.0,2369.0455335418837,63.8,116.2,0,5,5,319,581
10.122.251.51,10.3.9.4,58892,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,389576.4350891113,2099.716323480632,28.235794081035397,15.401342226019308,12.83445185501609,6,5,373,445,89.0,54.0,62.166666666666664,12.733376963276038,199.0,60.0,89.0,55.04906902028408,199,54,74.36363636363636,40.55136524385456,1644.413223140496,120,100,20,2,38957.64350891113,115998.74496459961,999.6891021728516,39678.17600087749,389576.4350891113,177652.83584594727,999.6891021728516,77915.28701782227,65563.64979517172,282162.6663208008,138999.22370910645,5002.737045288086,70540.6665802002,64124.9813850317,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,74.36363636363636,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,4.0,0.0,1138.558817994541,62.166666666666664,89.0,0,6,5,373,445
10.122.251.51,10.3.9.4,58893,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,531224.250793457,1522.8973428672475,20.706885996958867,11.294665089250291,9.412220907708575,6,5,372,437,88.0,54.0,62.0,12.382783747337808,191.0,60.0,87.4,51.85209735391617,191,54,73.54545454545455,38.284493980446484,1465.702479338843,120,100,20,2,53122.4250793457,231224.77531433105,1998.6629486083984,70258.9075862403,531224.250793457,363224.0295410156,1999.8550415039062,106244.8501586914,133031.6935544474,434224.12872314453,231224.77531433105,1998.6629486083984,108556.03218078613,86331.68593463568,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,73.54545454545455,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,4.0,0.0,528.6093816953596,62.0,87.4,0,6,5,372,437
10.122.251.51,10.3.9.4,58894,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024-09-02 17:16:43,822106.122970581,1222.4699122402276,13.380267696161695,7.298327834270015,6.08193986189168,6,5,372,633,88.0,54.0,62.0,12.382783747337808,387.0,60.0,126.6,130.22073567600512,387,54,91.36363636363636,93.94802501893629,8826.231404958678,120,100,20,2,82210.6122970581,494415.7600402832,997.5433349609375,141921.6201349204,822106.122970581,612181.4250946045,997.5433349609375,164421.2245941162,226225.70537562686,729100.227355957,494415.7600402832,999.45068359375,182275.05683898926,188062.58438676846,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,91.36363636363636,64240,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,4.0,0.0,609.2683502583658,62.0,126.6,0,6,5,372,633
