src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,label
10.122.251.51,10.3.9.4,64633,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,29000.04387,6448.266108,68.96541292,34.48270646,34.48270646,1,1,76,111,76,76,76,0,111,111,111,0,111,76,93.5,17.5,306.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,111,0,1,1,76,111,normal
10.122.251.51,10.3.9.4,60381,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,27002.33459,9073.289539,74.0676697,37.03383485,37.03383485,1,1,76,169,76,76,76,0,169,169,169,0,169,76,122.5,46.5,2162.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,169,0,1,1,76,169,normal
10.122.251.51,10.3.9.4,52171,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,41000.36621,8902.359509,48.7800521,24.39002605,24.39002605,1,1,72,293,72,72,72,0,293,293,293,0,293,72,182.5,110.5,12210.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,293,0,1,1,72,293,normal
10.122.251.51,10.3.9.4,51737,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,39001.22643,7589.504924,51.28043868,25.64021934,25.64021934,1,1,72,224,72,72,72,0,224,224,224,0,224,72,148,76,5776,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,224,0,1,1,72,224,normal
10.122.251.51,10.3.9.4,57272,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,17006.39725,15699.97432,117.6028039,58.80140193,58.80140193,1,1,80,187,80,80,80,0,187,187,187,0,187,80,133.5,53.5,2862.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,187,0,1,1,80,187,normal
10.122.251.51,10.3.9.4,51487,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,15999.07875,16688.46089,125.0071977,62.50359884,62.50359884,1,1,80,187,80,80,80,0,187,187,187,0,187,80,133.5,53.5,2862.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,187,0,1,1,80,187,normal
10.122.251.51,10.3.9.4,57017,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,18007.75528,11606.11063,111.0632596,55.53162982,55.53162982,1,1,80,129,80,80,80,0,129,129,129,0,129,80,104.5,24.5,600.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,129,0,1,1,80,129,normal
10.122.251.51,140.82.113.21,58569,443,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:16,0,0,0,0,0,1,0,66,0,66,66,66,0,0,0,0,0,66,66,66,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,1,0,66,0,normal
10.122.251.51,10.3.9.4,62537,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,8999.824524,32556.19031,222.226555,111.1132775,111.1132775,1,1,72,221,72,72,72,0,221,221,221,0,221,72,146.5,74.5,5550.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,221,0,1,1,72,221,normal
10.122.251.51,10.3.9.4,59140,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,9002.447128,26326.17516,222.1618157,111.0809079,111.0809079,1,1,72,165,72,72,72,0,165,165,165,0,165,72,118.5,46.5,2162.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,165,0,1,1,72,165,normal
10.122.251.51,10.3.9.4,56270,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,7000.207901,41855.89973,285.7058002,142.8529001,142.8529001,1,1,72,221,72,72,72,0,221,221,221,0,221,72,146.5,74.5,5550.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,221,0,1,1,72,221,normal
10.122.251.51,10.3.9.4,57827,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,3005.743027,73858.60934,665.392877,332.6964385,332.6964385,1,1,74,148,74,74,74,0,148,148,148,0,148,74,111,37,1369,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,148,0,1,1,74,148,normal
10.122.251.51,10.3.9.4,58347,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,4005.908966,40939.52244,499.2624688,249.6312344,249.6312344,1,1,74,90,74,74,74,0,90,90,90,0,90,74,82,8,64,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,90,0,1,1,74,90,normal
10.122.251.51,10.3.9.4,53742,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,2998.828888,74028.89871,666.9270154,333.4635077,333.4635077,1,1,74,148,74,74,74,0,148,148,148,0,148,74,111,37,1369,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,148,0,1,1,74,148,normal
10.122.251.51,10.3.9.4,62356,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,27741.19377,11174.71737,72.0949508,36.0474754,36.0474754,1,1,71,239,71,71,71,0,239,239,239,0,239,71,155,84,7056,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,239,0,1,1,71,239,normal
10.122.251.51,10.3.9.4,63106,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,26668.31017,11624.28358,74.99537794,37.49768897,37.49768897,1,1,71,239,71,71,71,0,239,239,239,0,239,71,155,84,7056,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,239,0,1,1,71,239,normal
10.122.251.51,10.3.9.4,50430,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,28792.85812,8786.901214,69.46166968,34.73083484,34.73083484,1,1,71,182,71,71,71,0,182,182,182,0,182,71,126.5,55.5,3080.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,182,0,1,1,71,182,normal
10.122.251.51,10.3.9.4,62572,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,7248630.524,71.04790323,0.551828375,0.275914187,0.275914187,2,2,144,371,74,70,72,2,241,130,185.5,55.5,241,70,128.75,69.01222718,4762.6875,16,16,8,2,2416210.175,7243114.471,2528.905869,3413136.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,185.5,0,2,2,144,371,normal
10.122.251.51,10.3.9.4,50108,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,1997.709274,150672.5748,1001.146676,500.5733381,500.5733381,1,1,73,228,73,73,73,0,228,228,228,0,228,73,150.5,77.5,6006.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,228,0,1,1,73,228,normal
10.122.251.51,10.3.9.4,54699,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,997.7817535,357793.6746,2004.446356,1002.223178,1002.223178,1,1,73,284,73,73,73,0,284,284,284,0,284,73,178.5,105.5,11130.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,284,0,1,1,73,284,normal
10.122.251.51,10.3.9.4,59460,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,1999.139786,102043.8898,1000.430292,500.2151461,500.2151461,1,1,74,130,74,74,74,0,130,130,130,0,130,74,102,28,784,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,130,0,1,1,74,130,normal
10.122.251.51,10.3.9.4,59072,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,998.4970093,164246.8615,2003.010506,1001.505253,1001.505253,1,1,74,90,74,74,74,0,90,90,90,0,90,74,82,8,64,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,90,0,1,1,74,90,normal
10.122.251.51,10.3.9.4,62700,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,1020.908356,160641.2555,1959.039701,979.5198505,979.5198505,1,1,74,90,74,74,74,0,90,90,90,0,90,74,82,8,64,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,90,0,1,1,74,90,normal
10.122.251.51,10.3.9.4,58954,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,1993.41774,102336.8037,1003.301997,501.6509987,501.6509987,1,1,74,130,74,74,74,0,130,130,130,0,130,74,102,28,784,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,130,0,1,1,74,130,normal
10.122.251.51,10.3.9.4,50489,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,2000.331879,98483.65769,999.8340882,499.9170441,499.9170441,1,1,76,121,76,76,76,0,121,121,121,0,121,76,98.5,22.5,506.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,121,0,1,1,76,121,normal
10.122.251.51,10.3.9.4,56303,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,1000.404358,184925.224,1999.191611,999.5958055,999.5958055,1,1,76,109,76,76,76,0,109,109,109,0,109,76,92.5,16.5,272.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,109,0,1,1,76,109,normal
10.122.251.51,10.3.9.4,56075,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,3000.259399,65660.98919,666.6090273,333.3045137,333.3045137,1,1,76,121,76,76,76,0,121,121,121,0,121,76,98.5,22.5,506.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,121,0,1,1,76,121,normal
10.122.251.51,10.3.9.4,57572,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,2001.76239,92418.56122,999.1195808,499.5597904,499.5597904,1,1,76,109,76,76,76,0,109,109,109,0,109,76,92.5,16.5,272.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,109,0,1,1,76,109,normal
10.122.251.51,10.3.9.4,61798,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,2000.331879,112481.3349,999.8340882,499.9170441,499.9170441,1,1,76,149,76,76,76,0,149,149,149,0,149,76,112.5,36.5,1332.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,149,0,1,1,76,149,normal
10.122.251.51,10.3.9.4,51210,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,1992.464066,160605.155,1003.782218,501.8911092,501.8911092,1,1,71,249,71,71,71,0,249,249,249,0,249,71,160,89,7921,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,249,0,1,1,71,249,normal
10.122.251.51,10.3.9.4,54425,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,2998.590469,87374.38562,666.9800429,333.4900215,333.4900215,1,1,71,191,71,71,71,0,191,191,191,0,191,71,131,60,3600,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,191,0,1,1,71,191,normal
10.122.251.51,10.3.9.4,50291,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,1001.358032,321563.3067,1997.287619,998.6438095,998.6438095,1,1,71,251,71,71,71,0,251,251,251,0,251,71,161,90,8100,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,251,0,1,1,71,251,normal
10.122.251.51,10.3.9.4,64176,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,4005.670547,49180.28022,499.292185,249.6460925,249.6460925,1,1,76,121,76,76,76,0,121,121,121,0,121,76,98.5,22.5,506.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,121,0,1,1,76,121,normal
10.122.251.51,10.3.9.4,54313,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,4007.339478,46165.29272,499.0842456,249.5421228,249.5421228,1,1,76,109,76,76,76,0,109,109,109,0,109,76,92.5,16.5,272.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,109,0,1,1,76,109,normal
10.122.251.51,10.3.9.4,60423,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,4006.385803,49171.50012,499.2030469,249.6015234,249.6015234,1,1,76,121,76,76,76,0,121,121,121,0,121,76,98.5,22.5,506.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,121,0,1,1,76,121,normal
10.122.251.51,10.3.9.4,64950,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,3000.259399,61661.33503,666.6090273,333.3045137,333.3045137,1,1,76,109,76,76,76,0,109,109,109,0,109,76,92.5,16.5,272.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,109,0,1,1,76,109,normal
10.122.251.51,10.3.9.4,63932,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,3998.51799,51519.08795,500.1853199,250.0926599,250.0926599,1,1,75,131,75,75,75,0,131,131,131,0,131,75,103,28,784,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,131,0,1,1,75,131,normal
10.122.251.51,10.3.9.4,63465,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,4997.253418,33218.24733,400.2198473,200.1099237,200.1099237,1,1,75,91,75,75,75,0,91,91,91,0,91,75,83,8,64,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,91,0,1,1,75,91,normal
10.122.251.51,10.3.9.4,55022,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,3999.471664,51506.80322,500.0660507,250.0330253,250.0330253,1,1,75,131,75,75,75,0,131,131,131,0,131,75,103,28,784,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,131,0,1,1,75,131,normal
10.122.251.51,10.3.9.4,53686,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,999.4506836,472259.4198,2001.099237,1000.549618,1000.549618,1,1,105,367,105,105,105,0,367,367,367,0,367,105,236,131,17161,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,367,0,1,1,105,367,normal
10.122.251.51,10.3.9.4,59895,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,5998.849869,37840.58694,333.3972418,166.6986209,166.6986209,1,1,78,149,78,78,78,0,149,149,149,0,149,78,113.5,35.5,1260.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,149,0,1,1,78,149,normal
10.122.251.51,10.3.9.4,51172,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,6005.764008,43125.23763,333.013418,166.506709,166.506709,1,1,78,181,78,78,78,0,181,181,181,0,181,78,129.5,51.5,2652.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,181,0,1,1,78,181,normal
10.122.251.51,10.3.9.4,64675,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,4007.577896,71364.80124,499.0545541,249.5272771,249.5272771,1,1,78,208,78,78,78,0,208,208,208,0,208,78,143,65,4225,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,208,0,1,1,78,208,normal
10.122.251.51,10.3.9.5,61959,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,2000.09346,273487.2199,999.9532721,499.9766361,499.9766361,1,1,105,442,105,105,105,0,442,442,442,0,442,105,273.5,168.5,28392.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,273.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,442,0,1,1,105,442,normal
10.122.251.51,10.3.9.4,61959,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,48000.81253,11374.80745,41.66596136,20.83298068,20.83298068,1,1,105,441,105,105,105,0,441,441,441,0,441,105,273,168,28224,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,441,0,1,1,105,441,normal
10.122.251.51,10.3.9.4,65231,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,4001.140594,50985.46157,499.8574663,249.9287332,249.9287332,1,1,74,130,74,74,74,0,130,130,130,0,130,74,102,28,784,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,130,0,1,1,74,130,normal
10.122.251.51,10.3.9.4,57034,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,4001.140594,40988.31224,499.8574663,249.9287332,249.9287332,1,1,74,90,74,74,74,0,90,90,90,0,90,74,82,8,64,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,90,0,1,1,74,90,normal
10.122.251.51,10.3.9.4,64706,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,3997.087479,51037.16171,500.3643305,250.1821652,250.1821652,1,1,74,130,74,74,74,0,130,130,130,0,130,74,102,28,784,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,130,0,1,1,74,130,normal
10.122.251.51,10.3.9.4,64162,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,3000.974655,101300.4223,666.450147,333.2250735,333.2250735,1,1,70,234,70,70,70,0,234,234,234,0,234,70,152,82,6724,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,234,0,1,1,70,234,normal
10.122.251.51,10.3.9.4,61177,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,1000.165939,230961.6744,1999.668176,999.8340882,999.8340882,1,1,70,161,70,70,70,0,161,161,161,0,161,70,115.5,45.5,2070.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,161,0,1,1,70,161,normal
10.122.251.51,10.3.9.4,54345,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,1999.139786,152065.4044,1000.430292,500.2151461,500.2151461,1,1,70,234,70,70,70,0,234,234,234,0,234,70,152,82,6724,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,234,0,1,1,70,234,normal
10.122.251.51,10.3.9.4,52518,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,2005.577087,188474.4308,997.2192107,498.6096053,498.6096053,1,1,78,300,78,78,78,0,300,300,300,0,300,78,189,111,12321,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,300,0,1,1,78,300,normal
10.122.251.51,10.3.9.4,52649,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,999.9275208,378027.3991,2000.144969,1000.072485,1000.072485,1,1,78,300,78,78,78,0,300,300,300,0,300,78,189,111,12321,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,300,0,1,1,78,300,normal
10.122.251.51,10.3.9.4,65053,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:16,3986.120224,89560.77086,501.7410132,250.8705066,250.8705066,1,1,73,284,73,73,73,0,284,284,284,0,284,73,178.5,105.5,11130.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,284,0,1,1,73,284,normal
