src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,label
10.122.251.51,162.159.200.123,54845,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,0,0,0,0,0,1,0,90,0,90,90,90,0,0,0,0,0,90,90,90,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,90,0,normal
10.122.251.51,78.46.102.180,54846,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,23749.3515,7579.154319,84.21282576,42.10641288,42.10641288,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,202.118.1.81,54847,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,11994.6003,15006.75267,166.7416963,83.37084816,83.37084816,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,193.182.111.14,54848,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,35743.9518,5035.816997,55.95352219,27.97676109,27.97676109,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,193.182.111.141,54849,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,33744.33517,5334.228666,59.2692074,29.6346037,29.6346037,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,193.182.111.143,54850,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,34745.45479,5180.533716,57.56148573,28.78074287,28.78074287,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,101.133.146.204,54851,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,11994.83871,15006.45438,166.738382,83.36919102,83.36919102,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,202.118.1.130,54852,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,9994.745255,18009.46351,200.1051502,100.0525751,100.0525751,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,193.182.111.12,54853,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,0,0,0,0,0,1,0,90,0,90,90,90,0,0,0,0,0,90,90,90,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,90,0,normal
10.122.251.51,211.68.71.26,54854,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,0,0,0,0,0,1,0,90,0,90,90,90,0,0,0,0,0,90,90,90,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,90,0,normal
10.122.251.51,20.189.79.72,54855,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,17749.54796,10141.10334,112.6789259,56.33946297,56.33946297,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,74.208.117.38,54856,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,25743.72292,6991.995703,77.68884114,38.84442057,38.84442057,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,135.134.111.122,54857,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,26744.36569,6730.389573,74.78210637,37.39105319,37.39105319,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,208.67.75.242,54858,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,21752.35748,8274.965145,91.94405717,45.97202859,45.97202859,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,208.83.234.183,54859,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,22753.95393,7910.713036,87.89681151,43.94840575,43.94840575,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,81.128.218.110,54860,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,0,0,0,0,0,1,0,90,0,90,90,90,0,0,0,0,0,90,90,90,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,90,0,normal
10.122.251.51,85.199.214.98,54861,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,0,0,0,0,0,1,0,90,0,90,90,90,0,0,0,0,0,90,90,90,0,0,8,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,1,0,90,0,normal
10.122.251.51,178.62.250.107,54862,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,18753.29018,9598.315725,106.6479525,53.32397625,53.32397625,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,139.143.5.31,54863,123,a0:02:a5:91:85:93,10:4f:58:6c:24:00,17,2024/9/2 17:12,27744.53163,6487.764955,72.08627727,36.04313864,36.04313864,1,1,90,90,90,90,90,0,90,90,90,0,90,90,90,0,0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,1,1,90,90,normal
10.122.251.51,220.181.38.149,51742,80,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,11925.69733,39746.10348,670.8203119,335.4101559,335.4101559,4,4,228,246,66,54,57,5.196152423,66,60,61.5,2.598076211,66,54,59.25,4.683748499,21.9375,80,80,20,0,1703.671047,5926.132202,999.4506836,1723.812572,5999.565125,2999.782562,999.9275208,1999.855042,816.4374019,10925.53139,6926.53656,999.4506836,3641.843796,2461.977305,0,0,0,0,1,0,0,0,0,0,0,1,59.25,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,61.5,0,4,4,228,246,normal
10.122.251.51,10.3.9.5,51749,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,33002.13814,22362.18747,333.3117374,181.8064022,151.5053352,6,5,372,366,88,54,62,12.38278375,120,60,73.2,23.51510153,120,54,67.09090909,19.1332863,366.0826446,120,100,20,2,3300.213814,7996.320724,0,2281.777399,33002.13814,12003.6602,0,6600.427628,4271.500113,25997.40028,11997.2229,1995.325089,6499.350071,4556.948946,0,0,0,0,1,0,0,0,0,0,0,0.833333333,67.09090909,64240,58,0,0,0,0,0,0,0,0,0,0,84,4,0,5999.923979,62,73.2,0,6,5,372,366,normal
10.122.251.51,10.3.9.5,51750,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,32002.21062,24060.83783,343.7262548,187.4870481,156.2392067,6,5,372,398,88,54,62,12.38278375,152,60,79.6,36.27450896,152,54,70,27.54170392,758.5454545,120,100,20,2,3200.221062,10000.22888,998.7354279,2786.541037,32002.21062,12005.56755,998.7354279,6400.442123,4718.121112,25999.54605,12001.51443,1993.179321,6499.886513,4556.053166,0,0,0,0,1,0,0,0,0,0,0,0.833333333,70,64240,58,0,0,0,0,0,0,0,0,0,0,116,4,0,7250.093342,62,79.6,0,6,5,372,398,normal
10.122.251.51,10.3.9.5,51751,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,35000.56267,23685.33351,314.2806618,171.4258155,142.8548463,6,5,372,457,88,54,62,12.38278375,211,60,91.4,59.84513347,211,54,75.36363636,43.88470996,1925.867769,120,100,20,2,3500.056267,12995.71991,995.8744049,4363.4388,35000.56267,19000.05341,997.0664978,7000.112534,7294.664359,23000.00191,15995.74089,995.8744049,5750.000477,6136.355214,0,0,0,0,1,0,0,0,0,0,0,0.833333333,75.36363636,64240,58,0,0,0,0,0,0,0,0,0,0,175,4,0,24984.79134,62,91.4,0,6,5,372,457,normal
10.122.251.51,10.3.9.5,51755,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,150724.6494,6037.499529,72.98076354,39.8076892,33.17307434,6,5,368,542,84,54,61.33333333,10.99494833,296,60,108.4,93.82878023,296,54,82.72727273,67.94796259,4616.92562,120,100,20,2,15072.46494,101729.393,993.013382,29644.73993,150724.6494,124722.7192,998.4970093,30144.92989,47585.98175,134718.895,101729.393,999.6891022,33679.72374,40268.74896,0,0,0,0,1,0,0,0,0,0,0,0.833333333,82.72727273,64240,58,0,0,0,0,0,0,0,0,0,0,260,4,0,2369.606637,61.33333333,108.4,0,6,5,368,542,normal
10.122.251.51,10.3.9.5,51756,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,84728.24097,12203.7232,129.8268426,70.81464139,59.01220116,6,5,368,666,84,54,61.33333333,10.99494833,420,60,133.2,143.4188272,420,54,94,103.4214678,10696,120,100,20,2,8472.824097,30000.68665,994.4438934,9797.198194,84728.24097,39735.07881,1000.165939,16945.64819,14379.04066,59994.45915,31992.91229,994.4438934,14998.61479,14156.98787,0,0,0,0,1,0,0,0,0,0,0,0.833333333,94,64240,58,0,0,0,0,0,0,0,0,0,0,384,4,0,11295.72844,61.33333333,133.2,0,6,5,368,666,normal
10.122.251.51,10.3.9.5,51757,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,99728.82271,8743.710959,110.2991061,60.1631488,50.13595733,6,5,368,504,84,54,61.33333333,10.99494833,258,60,100.8,78.63434364,258,54,79.27272727,57.12043244,3262.743802,120,100,20,2,9972.882271,27730.94177,1006.126404,8718.55603,99728.82271,39728.40309,1008.272171,19945.76454,15394.7707,66732.40662,33731.93741,1006.126404,16683.10165,13223.89145,0,0,0,0,1,0,0,0,0,0,0,0.833333333,79.27272727,64240,58,0,0,0,0,0,0,0,0,0,0,222,4,0,5319.649491,61.33333333,100.8,0,6,5,368,504,normal
10.122.251.51,10.3.9.5,51758,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,97725.15297,8002.034034,112.560581,61.39668056,51.16390047,6,5,368,414,84,54,61.33333333,10.99494833,168,60,82.8,42.6633332,168,54,71.09090909,31.74172632,1007.53719,120,100,20,2,9772.515297,29729.12788,1007.318497,9446.280902,97725.15297,41726.82762,1012.086868,19545.03059,15234.46036,65726.28021,33731.69899,1007.318497,16431.57005,14170.42546,0,0,0,0,1,0,0,0,0,0,0,0.833333333,71.09090909,64240,58,0,0,0,0,0,0,0,0,0,0,132,4,0,3407.484786,61.33333333,82.8,0,6,5,368,414,normal
10.122.251.51,10.3.9.5,51759,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,98725.08049,8083.052412,111.420522,60.77483017,50.64569181,6,5,368,430,84,54,61.33333333,10.99494833,184,60,86,49.05507109,184,54,72.54545455,36.20236968,1310.61157,120,100,20,2,9872.508049,28737.54501,999.9275208,8454.407931,98725.08049,40735.00633,1004.219055,19745.0161,14333.74189,67732.33414,33732.17583,999.9275208,16933.08353,13388.0963,0,0,0,0,1,0,0,0,0,0,0,0.833333333,72.54545455,64240,58,0,0,0,0,0,0,0,0,0,0,148,4,0,3546.453255,61.33333333,86,0,6,5,368,430,normal
10.122.251.51,10.3.9.5,51760,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,98738.90877,8588.306379,111.4049176,60.76631872,50.63859893,6,5,368,480,84,54,61.33333333,10.99494833,234,60,96,69.03911935,234,54,77.09090909,50.30354144,2530.446281,120,100,20,2,9873.890877,28723.2399,997.543335,8858.23449,98738.90877,40733.09898,1006.364822,19747.78175,14263.99866,66720.48569,33723.59276,997.543335,16680.12142,14364.53042,0,0,0,0,1,0,0,0,0,0,0,0.833333333,77.09090909,64240,58,0,0,0,0,0,0,0,0,0,0,198,4,0,5113.5561,61.33333333,96,0,6,5,368,480,normal
10.122.251.51,113.6.79.160,61186,443,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,30457494.02,115.767896,0.755150768,0.492489631,0.262661137,15,8,2859,667,1436,54,190.6,364.7082487,210,60,83.375,48.51014713,1436,54,153.3043478,300.289199,90173.60302,300,160,20,5,1384431.546,19093837.5,0,4373244.412,30457494.02,19095383.41,1034.975052,2175535.287,5323733.76,29301924.23,19094834.33,1000.165939,4185989.176,6968178.394,0,0,0,0,1,0,0,0,0,0,0,0.533333333,153.3043478,64240,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.6,83.375,0,15,8,2859,667,normal
10.122.251.51,122.195.90.157,51647,7826,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,21299041.51,665.8046088,2.770077704,1.455464556,1.314613148,31,28,6753,7428,1436,54,217.8387097,350.4899885,1436,60,265.2857143,418.6211087,1436,54,240.3559322,385.061772,148272.5682,620,560,20,13,367224.8536,12740051.98,988.9602661,1728492.434,21262994.77,12742044.93,998.2585907,708766.4922,2356919.012,21279372.69,12775135.28,999.6891022,788124.9145,2521513.616,0,0,0,0,1,0,0,0,0,0,0,0.903225806,240.3559322,64240,21,0,0,0,0,0,0,0,0,0,0,1644.333333,4.666666667,0,82168.09553,217.8387097,265.2857143,0,31,28,6753,7428,normal
10.122.251.51,220.181.38.149,51754,80,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,231723.7854,2045.538826,34.52386205,17.26193102,17.26193102,4,4,228,246,66,54,57,5.196152423,66,60,61.5,2.598076211,66,54,59.25,4.683748499,21.9375,80,80,20,0,33103.39791,226729.393,0,79048.23289,4994.392395,2991.676331,999.6891022,1664.797465,938.2460332,231723.7854,227729.7974,1000.642776,77241.2618,106414.5736,0,0,0,0,1,0,0,0,0,0,0,1,59.25,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,61.5,0,4,4,228,246,normal
10.122.251.51,10.3.9.5,51761,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,32998.80028,22455.36182,333.3454522,181.8247921,151.5206601,6,5,373,368,89,54,62.16666667,12.73337696,122,60,73.6,24.31131424,122,54,67.36363636,19.73585904,389.5041322,120,100,20,2,3299.880028,7006.883621,993.4902191,2412.462438,32998.80028,15995.02563,999.6891022,6599.760056,5747.171129,24998.42644,12001.51443,999.212265,6249.606609,4816.609552,0,0,0,0,1,0,0,0,0,0,0,0.833333333,67.36363636,64240,58,0,0,0,0,0,0,0,0,0,0,86,4,0,6616.956396,62.16666667,73.6,0,6,5,373,368,normal
10.122.251.51,10.3.9.5,51762,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,34996.27113,28488.74945,314.3192016,171.4468372,142.8723643,6,5,373,624,89,54,62.16666667,12.73337696,378,60,124.8,126.6213252,378,54,90.63636364,91.37164144,8348.77686,120,100,20,2,3499.627113,8000.612259,994.9207306,2503.812678,34996.27113,16005.27763,994.9207306,6999.254227,5256.366627,24995.327,11997.46132,1991.033554,6248.831749,3633.205434,0,0,0,0,1,0,0,0,0,0,0,0.833333333,90.63636364,64240,58,0,0,0,0,0,0,0,0,0,0,342,4,0,26312.01218,62.16666667,124.8,0,6,5,373,624,normal
10.122.251.51,10.3.9.5,51763,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,30996.79947,26454.34413,354.8753481,193.5683717,161.3069764,6,5,373,447,89,54,62.16666667,12.73337696,201,60,89.4,55.84836614,201,54,74.54545455,41.11041371,1690.066116,120,100,20,2,3099.679947,14000.17738,989.4371033,3986.402493,30996.79947,14996.29021,989.4371033,6199.359894,5307.394208,15995.97931,8991.003036,1000.404358,3998.994827,3312.287586,0,0,0,0,1,0,0,0,0,0,0,0.833333333,74.54545455,64240,58,0,0,0,0,0,0,0,0,0,0,165,4,0,23554.68364,62.16666667,89.4,0,6,5,373,447,normal
10.122.251.51,10.3.9.5,51768,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,34001.58882,25469.39805,323.5142939,176.4623421,147.0519518,6,5,367,499,83,54,61.16666667,10.65233412,253,60,99.8,76.63523994,253,54,78.72727273,55.6908527,3101.471074,120,100,20,2,3400.158882,9996.652603,995.1591492,3008.562939,34001.58882,20000.21935,995.1591492,6800.317764,6997.974142,31006.33621,14996.05179,1997.709274,7751.584053,4655.650705,0,0,0,0,1,0,0,0,0,0,0,0.833333333,78.72727273,64240,58,0,0,0,0,0,0,0,0,0,0,217,4,0,13553.78794,61.16666667,99.8,0,6,5,367,499,normal
10.122.251.51,10.3.9.5,51769,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,31000.13733,26096.65859,354.8371378,193.5475297,161.2896081,6,5,367,442,83,54,61.16666667,10.65233412,196,60,88.4,53.85016249,196,54,73.54545455,39.54597701,1563.884298,120,100,20,2,3100.013733,10992.76543,997.543335,2943.733579,31000.13733,16003.37029,1006.126404,6200.027466,5154.361678,28995.03708,18993.6161,1001.358032,7248.75927,7150.15329,0,0,0,0,1,0,0,0,0,0,0,0.833333333,73.54545455,64240,58,0,0,0,0,0,0,0,0,0,0,160,4,0,15997.72676,61.16666667,88.4,0,6,5,367,442,normal
10.122.251.51,10.3.9.5,51770,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,28995.03708,29867.18029,379.3752693,206.9319651,172.4433042,6,5,367,499,83,54,61.16666667,10.65233412,253,60,99.8,76.63523994,253,54,78.72727273,55.6908527,3101.471074,120,100,20,2,2899.503708,9003.162384,991.8212891,2665.727046,28995.03708,11000.39482,991.8212891,5799.007416,4263.839398,18996.71555,6999.969482,2000.09346,4749.178886,1922.078258,0,0,0,0,1,0,0,0,0,0,0,0.833333333,78.72727273,64240,58,0,0,0,0,0,0,0,0,0,0,217,4,0,14461.04908,61.16666667,99.8,0,6,5,367,499,normal
10.122.251.51,10.3.9.5,51773,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,30994.41528,28069.57292,354.9026462,193.5832615,161.3193846,6,5,383,487,99,54,63.83333333,16.29331833,241,60,97.4,71.83759461,241,54,79.09090909,52.6298473,2769.900826,120,100,20,2,3099.441528,6996.631622,993.7286377,1919.298237,30994.41528,15996.45615,1009.702682,6198.883057,5112.151872,26009.55963,14006.8531,993.7286377,6502.389908,5318.098543,0,0,0,0,1,0,0,0,0,0,0,0.833333333,79.09090909,64240,58,0,0,0,0,0,0,0,0,0,0,205,4,0,17079.48116,63.83333333,97.4,0,6,5,383,487,normal
10.122.251.51,10.3.9.5,51774,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,28993.84499,37835.61651,379.3908675,206.9404732,172.4503943,6,5,383,714,99,54,63.83333333,16.29331833,468,60,142.8,162.6166043,468,54,99.72727273,117.0936617,13710.92562,120,100,20,2,2899.384499,10000.70572,998.9738464,2946.774113,28993.84499,11000.39482,998.9738464,5798.768997,4487.876868,16992.80739,9999.513626,999.6891022,4248.201847,3491.716522,0,0,0,0,1,0,0,0,0,0,0,0.833333333,99.72727273,64240,58,0,0,0,0,0,0,0,0,0,0,432,4,0,61773.46679,63.83333333,142.8,0,6,5,383,714,normal
10.122.251.51,10.3.9.5,51775,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,32004.35638,26465.14711,343.7032093,187.4744778,156.2287315,6,5,396,451,112,54,66,21.00793501,205,60,90.2,57.44701907,205,54,77,43.4281015,1886,120,100,20,2,3200.435638,7999.897003,0,2520.896744,32004.35638,19001.72234,0,6400.871277,6652.517813,27994.63272,12994.52782,1002.550125,6998.65818,5097.38818,0,0,0,0,1,0,0,0,0,0,0,0.833333333,77,64240,58,0,0,0,0,0,0,0,0,0,0,169,4,0,9944.686663,66,90.2,0,6,5,396,451,normal
10.122.251.51,10.3.9.5,51779,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,46004.29535,17628.78866,239.1081075,130.4226041,108.6855034,6,5,384,427,100,54,64,16.653328,181,60,85.4,47.85645202,181,54,73.72727273,36.13633505,1305.834711,120,100,20,2,4600.429535,15007.49588,998.4970093,4842.86125,46004.29535,19994.4973,1005.411148,9200.85907,7466.247658,41007.28035,19005.53703,1003.265381,10251.82009,7855.598397,0,0,0,0,1,0,0,0,0,0,0,0.833333333,73.72727273,64240,58,0,0,0,0,0,0,0,0,0,0,145,4,0,6590.386858,64,85.4,0,6,5,384,427,normal
10.122.251.51,10.3.9.5,51778,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,51009.655,14663.89059,215.6454499,117.6247908,98.02065903,6,5,384,364,100,54,64,16.653328,118,60,72.8,22.71915491,118,54,68,20.12687033,405.0909091,120,100,20,2,5100.9655,14999.38965,998.9738464,5241.71397,51009.655,19994.4973,998.9738464,10201.931,7935.601596,37994.38477,20994.1864,999.4506836,9498.596191,8756.698491,0,0,0,0,1,0,0,0,0,0,0,0.833333333,68,64240,58,0,0,0,0,0,0,0,0,0,0,82,4,0,3565.291011,64,72.8,0,6,5,384,364,normal
10.122.251.51,10.3.9.5,51782,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,53005.69534,15300.24264,207.5248693,113.1953833,94.32948606,6,5,384,427,100,54,64,16.653328,181,60,85.4,47.85645202,181,54,73.72727273,36.13633505,1305.834711,120,100,20,2,5300.569534,18007.27844,987.7681732,6119.638107,53005.69534,23007.15446,992.5365448,10601.13907,8528.257128,38999.79591,21999.83597,999.6891022,9749.948978,8403.944154,0,0,0,0,1,0,0,0,0,0,0,0.833333333,73.72727273,64240,58,0,0,0,0,0,0,0,0,0,0,145,4,0,8529.431861,64,85.4,0,6,5,384,427,normal
10.122.251.51,10.3.9.5,51777,53,a0:02:a5:91:85:93,10:4f:58:6c:24:00,6,2024/9/2 17:12,65005.77927,11260.53727,169.215724,92.2994858,76.91623816,6,5,384,348,100,54,64,16.653328,102,60,69.6,16.36581804,102,54,66.54545455,16.75689077,280.7933884,120,100,20,2,6500.577927,27006.38771,0,8791.600655,65005.77927,35006.52313,0,13001.15585,13448.95361,59010.02884,31005.62096,993.4902191,14752.50721,13865.67071,0,0,0,0,1,0,0,0,0,0,0,0.833333333,66.54545455,64240,58,0,0,0,0,0,0,0,0,0,0,66,4,0,2356.771844,64,69.6,0,6,5,384,348,normal
