src,sport,dst,dport,fiat_mean,fiat_min,fiat_max,fiat_std,biat_mean,biat_min,biat_max,biat_std,diat_mean,diat_min,diat_max,diat_std,duration,fwin_total,fwin_mean,fwin_min,fwin_max,fwin_std,bwin_total,bwin_mean,bwin_min,bwin_max,bwin_std,dwin_total,dwin_mean,dwin_min,dwin_max,dwin_std,fpnum,bpnum,dpnum,bfpnum_rate,fpnum_s,bpnum_s,dpnum_s,fpl_total,fpl_mean,fpl_min,fpl_max,fpl_std,bpl_total,bpl_mean,bpl_min,bpl_max,bpl_std,dpl_total,dpl_mean,dpl_min,dpl_max,dpl_std,bfpl_rate,fpl_s,bpl_s,dpl_s,fin_cnt,syn_cnt,rst_cnt,pst_cnt,ack_cnt,urg_cnt,cwe_cnt,ece_cnt,fwd_pst_cnt,fwd_urg_cnt,bwd_pst_cnt,bwd_urg_cnt,fp_hdr_len,bp_hdr_len,dp_hdr_len,f_ht_len,b_ht_len,d_ht_len
10.133.27.160,52334,202.115.39.6,53,0.004653,0.000039,0.011909,0.004403,0.002849,0.000000,0.006171,0.002869,0.002326,0.000000,0.011731,0.003759,0.023363,385256,64209.333333,64148,64240,43.369216,146000,29200.0,29200,29200,0.0,531256,48296.0,29200,64240,17432.21269,6,5,11,0.833194,256.816334,214.013611,470.829945,369,61.5,54,85,11.339459,388,77.6,60,146,34.208771,757,68.818182,54,146,25.81338,1.051488,15794.204511,16607.456234,32401.660745,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.875676,0.694087,0.784676
10.133.27.160,52335,202.115.39.6,53,0.003842,0.000017,0.011721,0.00425,0.002849,0.000000,0.006171,0.002869,0.002096,0.000000,0.011585,0.003614,0.023155,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,302.310516,215.936083,518.246599,423,60.428571,54,85,10.82137,413,82.6,60,171,44.206787,836,69.666667,54,171,31.655261,0.976357,18268.192615,17836.320449,36104.513064,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.891509,0.652174,0.77512
10.133.27.160,52336,110.242.68.4,443,0.039294,0.000387,0.104946,0.038655,0.021516,0.000000,0.051792,0.022332,0.017861,0.000000,0.051246,0.021697,0.196571,66814,11135.666667,514,64240,23748.979849,13376,2229.333333,1000,8192,2666.90299,80190,6682.5,514,64240,17475.522913,6,6,12,0.999833,30.523322,30.523322,61.046644,2341,390.166667,54,1251,470.913091,657,109.5,60,212,68.018992,2998,249.833333,54,1251,364.53574,0.280649,11909.182942,3342.303799,15251.486741,0,2,0,5,11,0,0,0,3,0,2,0,324,324,648,0.138343,0.492401,0.216144
10.133.27.160,52337,119.39.203.41,443,0.006648,0.000044,0.042174,0.010261,0.000920,0.000000,0.042525,0.004385,0.000908,0.000000,0.041874,0.004377,0.246074,88967,2341.236842,513,64240,10178.756375,197126,842.418803,556,65535,4238.152147,286093,1051.8125,513,65535,5495.185336,38,234,272,6.157733,154.425092,950.933459,1105.358551,3287,86.5,54,588,113.068156,302530,1292.863248,60,1354,254.115271,305817,1124.327206,54,1354,481.923718,92.038305,13357.770427,1229426.920357,1242784.690784,0,2,0,10,271,0,0,0,5,0,5,0,2052,12636,14688,0.624088,0.041768,0.048029
10.133.27.160,52338,119.39.203.41,443,0.013384,0.000138,0.042729,0.016667,0.003492,0.000000,0.046247,0.010177,0.003346,0.000000,0.041909,0.009655,0.160708,70416,5416.615385,513,64240,16980.848486,85320,2370.0,557,65535,10676.834347,155736,3178.285714,513,65535,12730.329832,13,36,49,2.769018,80.892053,224.008761,304.900814,1989,153.0,54,652,190.310677,36789,1021.916667,60,1354,530.132498,38778,791.387755,54,1354,602.705933,18.49622,12376.484058,228918.286582,241294.770640,0,2,0,10,48,0,0,0,5,0,5,0,702,1944,2646,0.352764,0.05284,0.068235
10.133.27.160,52339,119.39.203.41,443,0.012860,0.000113,0.040450,0.015352,0.003920,0.000000,0.030950,0.009404,0.003509,0.000000,0.030237,0.008796,0.129935,69383,6307.545455,513,64240,18319.850696,80689,2988.481481,571,65535,12266.38248,150072,3949.263158,513,65535,14364.079989,11,27,38,2.454322,84.657713,207.796206,292.453919,2184,198.545455,54,955,273.465758,25308,937.333333,60,1354,577.862152,27492,723.473684,54,1354,609.238124,11.587907,16808.404202,194774.310232,211582.714434,0,2,0,9,37,0,0,0,5,0,4,0,594,1458,2052,0.271854,0.057608,0.07464
10.133.27.160,52340,202.115.39.6,53,0.005457,0.000047,0.013358,0.005358,0.003532,0.000000,0.009944,0.004077,0.002728,0.000000,0.013106,0.004516,0.027384,385216,64202.666667,64128,64240,52.797306,146000,29200.0,29200,29200,0.0,531216,48292.363636,29200,64240,17428.907353,6,5,11,0.833194,219.106047,182.588373,401.694420,385,64.166667,54,101,17.013883,408,81.6,60,166,42.207108,793,72.090909,54,166,32.295383,1.059738,14059.304703,14899.211218,28958.515921,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.839378,0.660147,0.749054
10.133.27.160,52341,202.115.39.6,53,0.004519,0.000040,0.013202,0.005059,0.003532,0.000000,0.009944,0.004077,0.002465,0.000000,0.012891,0.00424,0.027216,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,257.201646,183.715461,440.917107,439,62.714286,54,101,16.148545,449,89.8,60,207,58.605119,888,74.0,54,207,41.970228,1.022777,16130.217519,16497.648442,32627.865961,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.859091,0.6,0.72973
10.133.27.160,52342,120.92.107.6,443,0.040492,0.000025,0.350004,0.087732,0.040514,0.000000,0.387210,0.103669,0.020696,0.000000,0.350004,0.065073,0.931424,76058,3169.083333,511,64240,12734.166498,30257,1375.318182,62,28690,5960.560562,106315,2311.195652,62,64240,10119.256824,24,22,46,0.916628,25.766998,23.619748,49.386746,6087,253.625,54,827,245.054894,6861,311.863636,60,1354,381.005881,12948,281.478261,54,1354,318.754965,1.127156,6535.154774,7366.140447,13901.295221,0,2,0,26,45,0,0,0,16,0,10,0,1296,1188,2484,0.212878,0.173127,0.191844
10.133.27.160,52343,118.89.204.198,443,0.034726,0.000123,0.174981,0.05136,0.040367,0.000000,0.125306,0.043362,0.021711,0.000000,0.124476,0.036215,0.456039,69385,6307.727273,512,64240,18319.793206,6413,583.0,59,5808,1652.290696,75798,3445.363636,59,64240,13317.866549,11,11,22,0.999909,24.120744,24.120744,48.241488,2045,185.909091,54,789,230.10885,5891,535.545455,60,1354,501.056042,7936,360.727273,54,1354,427.276277,2.880683,4484.265600,12917.754841,17402.020441,0,2,0,11,21,0,0,0,5,0,6,0,594,594,1188,0.290323,0.100815,0.149698
10.133.27.160,52344,202.115.39.6,53,0.022362,0.000035,0.102052,0.039901,0.026569,0.000000,0.097021,0.040724,0.011181,0.000000,0.097021,0.028673,0.111910,387996,64666.0,64240,65518,602.454978,146000,29200.0,29200,29200,0.0,533996,48545.090909,29200,65518,17665.175508,6,5,11,0.833194,53.614512,44.678760,98.293272,375,62.5,54,91,13.43813,657,131.4,60,415,141.802116,1032,93.818182,54,415,102.055972,1.751995,3350.906979,5870.789027,9221.696006,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.861702,0.410334,0.575581
10.133.27.160,52345,202.115.39.6,53,0.022304,0.000093,0.099776,0.03881,0.026569,0.000000,0.094359,0.039215,0.011152,0.000000,0.094359,0.02782,0.111619,387996,64666.0,64240,65518,602.454978,146000,29200.0,29200,29200,0.0,533996,48545.090909,29200,65518,17665.175508,6,5,11,0.833194,53.754289,44.795241,98.549530,375,62.5,54,91,13.43813,523,104.6,60,281,88.203401,898,81.636364,54,281,63.829706,1.394663,3359.643072,4685.582204,8045.225276,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.861702,0.515267,0.66147
10.133.27.160,52346,36.170.18.238,443,0.014529,0.000000,0.088458,0.025507,0.017618,0.000000,0.083339,0.026628,0.007860,0.000000,0.082521,0.018266,0.479554,81176,2387.529412,511,64240,10767.133228,44544,1590.857143,71,42340,7842.17676,125720,2027.741935,71,64240,9565.898352,34,28,62,0.823505,70.899211,58.387585,129.286796,22330,656.764706,54,1288,554.482486,9025,322.321429,60,1354,417.973517,31355,505.725806,54,1354,524.595917,0.404165,46564.099142,18819.569850,65383.668992,0,2,0,25,61,0,0,0,13,0,12,0,1836,1512,3348,0.082218,0.167516,0.106777
10.133.27.160,52347,202.115.39.6,53,0.020393,0.000016,0.057480,0.021086,0.020835,0.000000,0.057781,0.022163,0.010196,0.000000,0.057356,0.017166,0.102064,387996,64666.0,64240,65518,602.454978,146000,29200.0,29200,29200,0.0,533996,48545.090909,29200,65518,17665.175508,6,5,11,0.833194,58.786644,48.988870,107.775514,374,62.333333,54,90,13.085191,437,87.4,60,195,53.805576,811,73.727273,54,195,39.561439,1.168446,3664.367456,4281.627214,7945.994670,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.864,0.616438,0.732429
10.133.27.160,52348,202.115.39.6,53,0.008804,0.000113,0.018606,0.007911,0.006390,0.000000,0.017011,0.007056,0.004402,0.000000,0.018326,0.007,0.044120,389274,64879.0,64240,65518,639.0,146000,29200.0,29200,29200,0.0,535274,48661.272727,29200,65518,17771.897311,6,5,11,0.833194,135.992747,113.327289,249.320036,374,62.333333,54,90,13.085191,438,87.6,60,196,54.205535,812,73.818182,54,196,39.840177,1.17112,8476.881233,9927.470535,18404.351768,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.864,0.615034,0.731527
10.133.27.160,52349,204.79.197.239,443,0.054094,0.000092,0.136661,0.050836,0.028939,0.000000,0.090125,0.03765,0.023353,0.000000,0.136559,0.041394,0.397108,67842,8480.25,513,64240,21075.204535,212997,21299.7,16383,65535,14745.100109,280839,15602.166667,513,65535,18941.263273,8,10,18,1.249844,20.145653,25.182066,45.327719,1845,230.625,54,900,277.223708,1106,110.6,60,317,82.084347,2951,163.944444,54,900,203.610323,0.599458,4646.091240,2785.136537,7431.227777,0,2,0,9,17,0,0,0,5,0,4,0,432,540,972,0.23402,0.487805,0.32938
10.133.27.160,52350,121.194.9.205,443,0.024721,0.000031,0.057887,0.024966,0.004908,0.000000,0.049137,0.013754,0.005115,0.000000,0.048773,0.013643,0.148428,67328,9618.285714,514,64240,22299.221484,67025,2914.130435,66,65535,13350.814267,134353,4478.433333,66,65535,16146.839822,7,23,30,3.285245,47.160913,154.957286,202.118199,2059,294.142857,54,923,350.394239,24834,1079.73913,60,1354,512.598599,26893,896.433333,54,1354,583.522389,12.061189,13872.045706,167313.444903,181185.490609,0,2,0,10,29,0,0,0,3,0,7,0,378,1242,1620,0.183495,0.05001,0.060239
10.133.27.160,52351,60.255.155.101,443,0.009804,0.000015,0.045001,0.014168,0.007496,0.000000,0.045949,0.014103,0.004457,0.000000,0.044865,0.010541,0.098144,69386,6307.818182,514,64240,18319.764443,29376,2448.0,16,29200,8066.03149,98762,4294.0,16,64240,14077.401752,11,12,23,1.09081,112.080209,122.269319,234.349528,2214,201.272727,54,939,268.886624,8031,669.25,60,1354,593.954,10245,445.434783,54,1354,522.766955,3.62737,22558.689273,81828.741441,104387.430714,0,2,0,9,22,0,0,0,5,0,4,0,594,648,1242,0.268172,0.080677,0.12123
10.133.27.160,52352,202.115.39.6,53,0.203866,0.000063,1.199454,0.445295,0.240746,0.000000,1.151656,0.455814,0.101933,0.000000,1.151656,0.316793,1.223294,453514,64787.714286,64240,65518,632.445981,175200,29200.0,29200,29200,0.0,628714,48362.615385,29200,65518,17747.20347,7,6,13,0.85702,5.722255,4.904790,10.627045,428,61.142857,54,90,12.46055,612,102.0,60,310,93.023295,1040,80.0,54,310,67.02468,1.429903,349.875010,500.288565,850.163575,2,2,0,3,12,0,0,0,2,0,1,0,378,324,702,0.881119,0.528548,0.675
10.133.27.160,52353,202.115.39.6,53,0.004489,0.000018,0.019314,0.006795,0.001983,0.000000,0.004160,0.001988,0.002448,0.000000,0.018965,0.005373,0.027033,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,258.942774,184.959124,443.901898,428,61.142857,54,90,12.46055,476,95.2,60,234,69.404323,904,75.333333,54,234,48.780688,1.112147,15832.501017,17608.108608,33440.609625,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.881119,0.566038,0.716814
10.133.27.160,52354,60.255.158.87,443,0.006851,0.000246,0.021992,0.008053,0.006006,0.000000,0.019019,0.00708,0.003114,0.000000,0.018338,0.005307,0.034356,66813,11135.5,514,64240,23749.054386,42754,7125.666667,82,42340,15748.328627,109567,9130.583333,82,64240,20249.281722,6,6,12,0.999833,174.641984,174.641984,349.283968,2045,340.833333,54,975,375.434156,2337,389.5,60,766,289.54778,4382,365.166667,54,975,336.134604,1.142787,59523.809524,68023.052742,127546.862266,0,2,0,7,11,0,0,0,3,0,4,0,324,324,648,0.158358,0.13858,0.147878
10.133.27.160,52355,202.115.39.6,53,0.003652,0.000051,0.010123,0.003789,0.002961,0.000000,0.006723,0.003015,0.001992,0.000000,0.009988,0.003275,0.022011,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,318.022807,227.159148,545.181955,427,61.0,54,89,12.130246,517,103.4,60,275,85.803496,944,78.666667,54,275,59.919854,1.21077,19399.391213,23488.255872,42887.647085,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.883178,0.521236,0.686441
10.133.27.160,52356,202.115.39.6,53,0.092095,0.000029,0.537426,0.19919,0.108540,0.000000,0.492771,0.192849,0.046047,0.000000,0.492771,0.135241,0.552668,453514,64787.714286,64240,65518,632.445981,175200,29200.0,29200,29200,0.0,628714,48362.615385,29200,65518,17747.20347,7,6,13,0.85702,12.665832,10.856427,23.522259,427,61.0,54,89,12.130246,575,95.833333,60,273,79.234708,1002,77.076923,54,273,57.257128,1.346601,772.615748,1040.407623,1813.023371,2,2,0,3,12,0,0,0,2,0,1,0,378,324,702,0.883178,0.5625,0.700599
10.133.27.160,52357,103.41.167.235,443,0.021485,0.000551,0.056686,0.025791,0.015123,0.000000,0.056913,0.024105,0.010111,0.000000,0.056497,0.02058,0.171983,68360,7595.555556,515,64240,20026.835392,15840,1760.0,944,8192,2274.139837,84200,4677.777778,515,64240,14547.726663,9,9,18,0.999889,52.330754,52.330754,104.661508,2094,232.666667,54,844,303.730509,7600,844.444444,60,1334,524.16412,9694,538.555556,54,1334,526.372621,3.629416,12175.622009,44190.414169,56366.036178,0,2,0,8,17,0,0,0,3,0,5,0,486,486,972,0.231981,0.063939,0.100268
10.133.27.160,52358,202.115.39.6,53,0.003626,0.000040,0.013567,0.005063,0.004002,0.000000,0.013334,0.005497,0.001813,0.000000,0.013102,0.00385,0.018229,385258,64209.666667,64149,64240,42.897811,146000,29200.0,29200,29200,0.0,531258,48296.181818,29200,64240,17432.37803,6,5,11,0.833194,329.145866,274.288222,603.434088,369,61.5,54,85,11.339459,387,77.4,60,145,33.808875,756,68.727273,54,145,25.541734,1.048778,20242.470788,21229.908388,41472.379176,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.875676,0.695876,0.785714
10.133.27.160,52359,202.115.39.6,53,0.028702,0.000035,0.156653,0.057407,0.034024,0.000000,0.113787,0.042863,0.014351,0.000000,0.113787,0.032233,0.172309,453514,64787.714286,64240,65518,632.445981,175200,29200.0,29200,29200,0.0,628714,48362.615385,29200,65518,17747.20347,7,6,13,0.85702,40.624692,34.821164,75.445856,423,60.428571,54,85,10.82137,493,82.166667,60,191,48.677225,916,70.461538,54,191,35.694463,1.165482,2454.892083,2861.139000,5316.031083,2,2,0,3,12,0,0,0,2,0,1,0,378,324,702,0.891509,0.65587,0.766376
10.133.27.160,52360,59.111.248.86,443,0.019018,0.000111,0.050989,0.021686,0.009407,0.000000,0.045946,0.01736,0.007396,0.000000,0.044436,0.0153,0.133229,67843,8480.375,514,64240,21075.157283,2980,270.909091,6,2920,837.7161,70823,3727.526316,6,64240,14277.631163,8,11,19,1.374828,60.046987,82.564607,142.611594,2084,260.5,54,880,326.488131,6103,554.818182,60,1354,539.47463,8187,430.894737,54,1354,484.242207,2.928501,15642.240053,45808.345030,61450.585083,0,2,0,9,18,0,0,0,3,0,6,0,432,594,1026,0.207194,0.097313,0.125321
10.133.27.160,52361,202.115.39.6,53,0.003772,0.000041,0.009410,0.003484,0.003366,0.000000,0.009723,0.003975,0.001886,0.000000,0.009246,0.002989,0.018961,389274,64879.0,64240,65518,639.0,146000,29200.0,29200,29200,0.0,535274,48661.272727,29200,65518,17771.897311,6,5,11,0.833194,316.439006,263.699172,580.138178,376,62.666667,54,92,13.792107,558,111.6,60,316,102.202935,934,84.909091,54,316,73.792651,1.484039,19830.177733,29428.827593,49259.005326,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.859416,0.483005,0.635974
10.133.27.160,52362,202.115.39.6,53,0.003081,0.000028,0.009165,0.003335,0.003366,0.000000,0.009723,0.003975,0.001681,0.000000,0.009070,0.002811,0.018588,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,376.587045,268.990747,645.577792,430,61.428571,54,92,13.12421,482,96.4,60,240,71.804178,912,76.0,54,240,50.457903,1.120928,23133.204218,25930.707984,49063.912202,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.87703,0.559006,0.710526
10.133.27.160,52363,60.255.158.87,443,0.004407,0.000027,0.027147,0.006655,0.000410,0.000000,0.026370,0.002434,0.000403,0.000000,0.026292,0.002275,0.079424,74540,3923.157895,514,64240,14217.6926,57113,319.067039,82,42340,3149.602086,131653,664.914141,82,64240,5430.696888,19,179,198,9.420557,239.222401,2253.726833,2492.949234,2605,137.105263,54,879,225.164009,235837,1317.52514,60,1354,198.092589,238442,1204.252525,54,1354,401.520553,90.532403,32798.650282,2969341.760677,3002140.410959,0,2,0,7,197,0,0,0,3,0,4,0,1026,9666,10692,0.393707,0.040986,0.044841
10.133.27.160,52364,60.255.158.87,443,0.003014,0.000042,0.012579,0.004422,0.001351,0.000000,0.013535,0.003697,0.001039,0.000000,0.012084,0.002773,0.030238,69386,6307.818182,513,64240,18319.764448,43832,2306.947368,82,42340,9435.881001,113218,3773.933333,82,64240,13533.84378,11,19,30,1.727116,363.780673,628.348436,992.129109,2186,198.727273,54,879,280.505418,19264,1013.894737,60,1354,509.136823,21450,715.0,54,1354,589.350999,8.812439,72293.141081,637079.171903,709372.312984,0,2,0,7,29,0,0,0,3,0,4,0,594,1026,1620,0.271605,0.053257,0.075524
10.133.27.160,52365,60.255.158.89,443,0.008933,0.000037,0.042768,0.013584,0.007904,0.000000,0.029213,0.00993,0.004204,0.000000,0.029213,0.007552,0.071565,68356,7595.111111,513,64240,20026.992538,43004,4778.222222,83,42340,13280.09389,111360,6186.666667,83,64240,17050.055063,9,9,18,0.999889,125.759799,125.759799,251.519598,2163,240.333333,54,977,322.886289,5139,571.0,60,1354,494.617473,7302,405.666667,54,1354,449.20609,2.375866,30224.271641,71808.845106,102033.116747,0,2,0,7,17,0,0,0,3,0,4,0,486,486,972,0.224584,0.094553,0.133114
10.133.27.160,52366,202.115.39.6,53,0.009048,0.000015,0.031223,0.011656,0.010362,0.000000,0.031588,0.012899,0.004524,0.000000,0.031167,0.009334,0.045342,385250,64208.333333,64145,64240,44.783429,146000,29200.0,29200,29200,0.0,531250,48295.454545,29200,64240,17431.716712,6,5,11,0.833194,132.327643,110.273036,242.600679,370,61.666667,54,86,11.685699,391,78.2,60,149,35.408474,761,69.181818,54,149,26.686115,1.056754,8160.204667,8623.351418,16783.556085,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.873315,0.688776,0.780552
10.133.27.160,52367,202.115.39.6,53,0.032222,0.000042,0.179614,0.066004,0.037934,0.000000,0.117234,0.045961,0.016111,0.000000,0.117234,0.034893,0.193432,453514,64787.714286,64240,65518,632.445981,175200,29200.0,29200,29200,0.0,628714,48362.615385,29200,65518,17747.20347,7,6,13,0.85702,36.188428,31.018653,67.207081,424,60.571429,54,86,11.14652,497,82.833333,60,195,50.167774,921,70.846154,54,195,36.765046,1.172167,2191.984780,2569.378386,4761.363166,2,2,0,3,12,0,0,0,2,0,1,0,378,324,702,0.889412,0.650602,0.762215
10.133.27.160,52368,59.111.248.82,443,0.019896,0.000062,0.061908,0.023148,0.010658,0.000000,0.049451,0.018498,0.008952,0.000000,0.061804,0.017465,0.179138,67842,7538.0,0,64240,20047.826405,2986,248.833333,6,2920,805.387053,70828,3372.761905,0,64240,13624.683314,9,12,21,1.333185,50.240597,66.987462,117.228059,2025,225.0,54,766,289.983141,5661,471.75,60,1354,521.281454,7686,366.0,54,1354,454.121339,2.795554,11304.134243,31601.335283,42905.469526,2,2,1,9,20,0,0,0,3,0,6,0,486,648,1134,0.239882,0.114447,0.147541
10.133.27.160,52227,23.7.208.56,443,0.079475,0.079475,0.079475,0.0,0.000000,0.000000,0.000000,0.0,0.026492,0.000000,0.079245,0.037302,0.079575,1024,512.0,0,1024,512.0,1002,501.0,501,501,0.0,2026,506.5,0,1024,362.080447,2,2,4,0.9995,25.133522,25.133522,50.267044,108,54.0,54,54,0.0,138,69.0,60,78,9.0,246,61.5,54,78,9.836158,1.277766,1357.210179,1734.213007,3091.423186,2,0,1,1,4,0,0,0,0,0,1,0,108,108,216,0.990826,0.776978,0.878049
10.133.27.160,50781,36.155.163.66,8080,0.095996,0.095996,0.095996,0.0,0,0,0,0,0.047998,0.045938,0.050058,0.00206,0.096096,1028,514.0,514,514,0.0,251,251.0,251,251,0.0,1279,426.333333,251,514,123.979389,2,1,3,0.49975,20.812521,10.406260,31.218781,161,80.5,54,107,26.5,128,128.0,128,128,0.0,289,96.333333,54,128,31.137687,0.795026,1675.407925,1332.001332,3007.409257,0,0,0,2,3,0,0,0,1,0,1,0,108,54,162,0.666667,0.418605,0.560554
