src,sport,dst,dport,fiat_mean,fiat_min,fiat_max,fiat_std,biat_mean,biat_min,biat_max,biat_std,diat_mean,diat_min,diat_max,diat_std,duration,fwin_total,fwin_mean,fwin_min,fwin_max,fwin_std,bwin_total,bwin_mean,bwin_min,bwin_max,bwin_std,dwin_total,dwin_mean,dwin_min,dwin_max,dwin_std,fpnum,bpnum,dpnum,bfpnum_rate,fpnum_s,bpnum_s,dpnum_s,fpl_total,fpl_mean,fpl_min,fpl_max,fpl_std,bpl_total,bpl_mean,bpl_min,bpl_max,bpl_std,dpl_total,dpl_mean,dpl_min,dpl_max,dpl_std,bfpl_rate,fpl_s,bpl_s,dpl_s,fin_cnt,syn_cnt,rst_cnt,pst_cnt,ack_cnt,urg_cnt,cwe_cnt,ece_cnt,fwd_pst_cnt,fwd_urg_cnt,bwd_pst_cnt,bwd_urg_cnt,fp_hdr_len,bp_hdr_len,dp_hdr_len,f_ht_len,b_ht_len,d_ht_len
10.133.27.160,52288,202.115.39.6,53,0.176879,0.000059,0.847468,0.335402,0.172542,0.000000,0.800661,0.314531,0.080400,0.000000,0.800661,0.228197,0.884495,385230,64205.0,64135,64240,49.497475,175200,29200.0,29200,29200,0.0,560430,46702.5,29200,64240,17502.534995,6,6,12,0.999833,6.783532,6.783532,13.567064,380,63.333333,54,96,15.21695,461,76.833333,60,159,36.753307,841,70.083333,54,159,28.926511,1.213155,429.623684,521.201363,950.825047,2,2,0,3,11,0,0,0,2,0,1,0,324,324,648,0.850394,0.701299,0.770511
10.133.27.160,52289,117.187.144.111,443,0.059176,0.000119,0.535017,0.144878,0.035387,0.000000,0.540470,0.122892,0.022907,0.000000,0.514358,0.090502,0.710208,70414,5416.461538,513,64240,16980.892894,139149,7323.631579,4088,65535,13720.551194,209563,6548.84375,513,65535,15159.002866,13,19,32,1.461426,18.304497,26.752726,45.057223,1960,150.769231,54,571,165.281184,5978,314.631579,60,1354,459.767471,7938,248.0625,54,1354,378.26594,3.049998,2759.754889,8417.252411,11177.007300,0,2,0,15,31,0,0,0,6,0,9,0,702,1026,1728,0.357981,0.171601,0.217687
10.133.27.160,52290,202.115.39.6,53,0.007411,0.000016,0.017505,0.007398,0.004904,0.000000,0.009879,0.003506,0.003706,0.000000,0.017314,0.005479,0.037156,387996,64666.0,64240,65518,602.454978,146000,29200.0,29200,29200,0.0,533996,48545.090909,29200,65518,17665.175508,6,5,11,0.833194,161.481322,134.567768,296.049090,380,63.333333,54,96,15.21695,611,122.2,60,369,123.402431,991,90.090909,54,369,88.923312,1.607891,10227.150393,16444.181290,26671.331683,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.850394,0.441176,0.599395
10.133.27.160,52291,202.115.39.6,53,0.007387,0.000041,0.017362,0.007437,0.004904,0.000000,0.009879,0.003506,0.003694,0.000000,0.017156,0.005432,0.037035,385238,64206.333333,64139,64240,47.611857,146000,29200.0,29200,29200,0.0,531238,48294.363636,29200,64240,17430.724943,6,5,11,0.833194,162.008910,135.007425,297.016335,380,63.333333,54,96,15.21695,397,79.4,60,155,37.807936,777,70.636364,54,155,28.983609,1.044734,10260.564331,10719.589577,20980.153908,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.850394,0.678392,0.764479
10.133.27.160,52292,220.181.174.161,443,0.022787,0.000089,0.085851,0.03328,0.016071,0.000000,0.053213,0.019881,0.010671,0.000000,0.053213,0.017167,0.266879,69386,6307.818182,511,64240,18319.764473,69231,4615.4,261,65535,16281.448211,138617,5331.423077,261,65535,17193.706327,11,15,26,1.363512,41.217181,56.205247,97.422428,2169,197.181818,54,761,245.080995,7641,509.4,60,1354,556.541199,9810,377.307692,54,1354,477.389034,3.52282,8127.278654,28630.952604,36758.231258,0,2,0,11,25,0,0,0,6,0,5,0,594,810,1404,0.273733,0.105993,0.143119
10.133.27.160,52293,202.115.39.6,53,0.003500,0.000030,0.009663,0.003608,0.003986,0.000000,0.010032,0.004244,0.001909,0.000000,0.009545,0.003093,0.021098,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,331.785003,236.989288,568.774291,421,60.142857,54,83,10.176002,442,88.4,60,200,55.805376,863,71.916667,54,200,39.396401,1.049879,19954.498057,20949.853067,40904.351124,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.895735,0.609481,0.750869
10.133.27.160,52294,202.115.39.6,53,0.003445,0.000058,0.009736,0.00367,0.003986,0.000000,0.010032,0.004244,0.001879,0.000000,0.009635,0.003111,0.020771,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,337.008329,240.720235,577.728564,421,60.142857,54,83,10.176002,498,99.6,60,256,78.203836,919,76.583333,54,256,54.654153,1.182895,20268.643782,23975.735400,44244.379182,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.895735,0.541082,0.705114
10.133.27.160,52295,202.115.39.6,53,0.003546,0.000027,0.009168,0.003362,0.002142,0.000000,0.003597,0.001411,0.001773,0.000000,0.009017,0.002689,0.017831,387996,64666.0,64240,65518,602.454978,146000,29200.0,29200,29200,0.0,533996,48545.090909,29200,65518,17665.175508,6,5,11,0.833194,336.492625,280.410521,616.903146,374,62.333333,54,90,13.085191,437,87.4,60,195,53.805576,811,73.727273,54,195,39.561439,1.168446,20974.706971,24507.879536,45482.586507,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.864,0.616438,0.732429
10.133.27.160,52296,202.115.39.6,53,0.002882,0.000048,0.008833,0.00324,0.002142,0.000000,0.005367,0.002275,0.001572,0.000000,0.008636,0.002714,0.017390,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,402.530190,287.521564,690.051754,428,61.142857,54,90,12.46055,438,87.6,60,196,54.205535,866,72.166667,54,196,38.535337,1.023362,24611.845888,25186.889017,49798.734905,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.881119,0.615034,0.748268
10.133.27.160,52297,20.24.121.134,443,0.039312,0.000123,0.127890,0.055341,0.034722,0.000000,0.143316,0.055922,0.023313,0.000000,0.143076,0.047749,0.536294,69390,6308.181818,515,64240,18319.649445,77822,5986.307692,1022,65535,17190.2268,147212,6133.833333,515,65535,17717.544367,11,13,24,1.181711,20.511138,24.240435,44.751573,1969,179.0,54,649,197.982552,9609,739.153846,60,1354,611.074318,11578,482.416667,54,1354,546.011364,4.88014,3671.493621,17917.410972,21588.904593,0,2,0,10,23,0,0,0,5,0,5,0,594,702,1296,0.301523,0.073049,0.111936
10.133.27.160,52298,204.79.197.239,443,0.029139,0.000171,0.083144,0.037479,0.020439,0.000000,0.087535,0.035368,0.015014,0.000000,0.083068,0.030841,0.345416,68870,6887.0,512,64240,19117.666688,278514,19893.857143,16382,65535,12658.575483,347384,14474.333333,512,65535,16937.481697,10,14,24,1.39986,28.950599,40.530838,69.481437,1830,183.0,54,656,194.295651,7461,532.928571,60,1354,554.451655,9291,387.125,54,1354,474.149793,4.077047,5297.959562,21600.041689,26898.001251,0,2,0,10,23,0,0,0,5,0,5,0,540,756,1296,0.294921,0.101313,0.13949
10.133.27.160,52299,202.115.39.6,53,0.004015,0.000032,0.010954,0.00424,0.003951,0.000000,0.011216,0.004594,0.002190,0.000000,0.010700,0.003576,0.024192,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,289.351852,206.679894,496.031746,433,61.857143,54,95,14.126253,613,122.6,60,371,124.202415,1046,87.166667,54,371,86.260104,1.415701,17898.478836,25338.955026,43237.433862,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.870968,0.439739,0.619503
10.133.27.160,52300,202.115.39.6,53,0.004746,0.000062,0.011291,0.004416,0.003951,0.000000,0.011216,0.004594,0.002373,0.000000,0.010796,0.00371,0.023831,385234,64205.666667,64137,64240,48.554666,146000,29200.0,29200,29200,0.0,531234,48294.0,29200,64240,17430.39441,6,5,11,0.833194,251.772901,209.810751,461.583652,379,63.166667,54,95,14.859527,399,79.8,60,157,38.607771,778,70.727273,54,157,29.437425,1.052768,15903.654903,16742.897906,32646.552809,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.852632,0.675,0.763496
10.133.27.160,52301,58.254.137.166,443,0.014805,0.000018,0.062932,0.022989,0.013742,0.000000,0.047385,0.018523,0.008480,0.000000,0.046550,0.015528,0.237530,70923,5065.928571,511,64240,16411.934597,69221,4614.733333,261,65535,16281.626239,140144,4832.551724,261,65535,16346.218412,14,15,29,1.071352,58.939923,63.149918,122.089841,2087,149.071429,54,597,179.566726,7001,466.733333,60,1354,530.284888,9088,313.37931,54,1354,431.523797,3.354574,8786.258578,29474.171684,38260.430262,0,2,0,13,28,0,0,0,6,0,7,0,756,810,1566,0.362069,0.115681,0.172315
10.133.27.160,52302,202.115.39.6,53,0.003733,0.000096,0.015423,0.005416,0.004839,0.000000,0.015608,0.006403,0.002036,0.000000,0.015233,0.004325,0.022496,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,311.166430,222.261735,533.428165,421,60.142857,54,83,10.176002,435,87.0,60,193,53.00566,856,71.333333,54,193,37.501852,1.033252,18714.438122,19336.770982,38051.209104,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.895735,0.619266,0.757009
10.133.27.160,52303,202.115.39.6,53,0.003665,0.000043,0.015634,0.005511,0.004839,0.000000,0.015608,0.006403,0.001999,0.000000,0.015353,0.004344,0.022088,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,316.914162,226.367258,543.281420,421,60.142857,54,83,10.176002,432,86.4,60,190,51.805791,853,71.083333,54,190,36.691185,1.026126,19060.123144,19558.131112,38618.254256,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.895735,0.623557,0.759672
10.133.27.160,52304,202.115.39.6,53,0.003910,0.000124,0.011084,0.004091,0.004527,0.000000,0.011150,0.004763,0.002133,0.000000,0.010746,0.00346,0.023559,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,297.126364,212.233117,509.359481,425,60.714286,54,87,11.473127,503,100.6,60,261,80.203741,928,77.333333,54,261,56.068906,1.183527,18039.814933,21350.651556,39390.466489,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.887324,0.535714,0.698276
10.133.27.160,52305,202.115.39.6,53,0.007440,0.000050,0.016404,0.00584,0.003382,0.000000,0.006572,0.002326,0.003307,0.000000,0.016145,0.004983,0.029862,321130,64226.0,64205,64240,17.146428,146000,29200.0,29200,29200,0.0,467130,46713.0,29200,64240,17513.004197,5,5,10,0.9998,167.436876,167.436876,334.873752,317,63.4,54,87,12.611106,331,66.2,60,89,11.426285,648,64.8,54,89,12.114454,1.044161,10615.497957,11084.321211,21699.819168,2,2,0,3,9,0,0,0,2,0,1,0,270,270,540,0.849057,0.813253,0.833333
10.133.27.160,52306,202.89.233.100,443,0.088533,0.000000,1.677063,0.275593,0.086531,0.000000,1.723807,0.288811,0.043790,0.000000,1.677063,0.196673,4.072611,87866,1869.489362,511,64240,9196.030239,819214,17430.085106,16382,65535,7092.683044,907080,9649.787234,511,65535,11312.364803,47,47,94,0.999979,11.540508,11.540508,23.081016,30102,640.468085,54,1288,531.55648,13798,293.574468,60,1354,435.407745,43900,467.021277,54,1354,515.897173,0.458375,7391.327087,3387.998510,10779.325597,0,2,0,28,93,0,0,0,15,0,13,0,2538,2538,5076,0.084311,0.183926,0.115626
10.133.27.160,52307,120.226.166.243,443,0.012561,0.000000,0.057857,0.018498,0.005854,0.000000,0.036227,0.011716,0.005542,0.000000,0.052847,0.012876,0.188514,71959,4497.4375,513,64240,15425.463324,73246,3855.052632,489,64240,14232.86884,145205,4148.714286,489,64240,14793.453654,16,19,35,1.187426,84.874333,100.788270,185.662603,5875,367.1875,54,1288,408.360628,5157,271.421053,60,1346,408.921858,11032,315.2,54,1346,411.440591,0.877787,31164.794127,27356.058436,58520.852563,0,2,0,15,34,0,0,0,8,0,7,0,864,1026,1890,0.147039,0.198914,0.17132
10.133.27.160,52308,120.233.20.183,443,0.020102,0.000108,0.063366,0.024898,0.013934,0.000000,0.052663,0.019392,0.009856,0.000000,0.049853,0.017567,0.216933,68872,6887.2,514,64240,19117.600005,70252,5404.0,501,64240,16984.490219,139124,6048.869565,501,64240,17958.173894,10,13,23,1.29987,46.097182,59.926337,106.023519,1877,187.7,54,621,210.131887,4592,353.230769,60,1346,474.460853,6469,281.26087,54,1346,391.368637,2.446456,8652.441076,21167.826011,29820.267087,0,2,0,10,22,0,0,0,5,0,5,0,540,702,1242,0.28754,0.152841,0.191993
10.133.27.160,52162,20.250.58.93,443,0,0,0,0,0,0,0,0,0.000103,0.000103,0.000103,0.0,0.000203,513,513.0,513,513,0.0,543,543.0,543,543,0.0,1056,528.0,513,543,15.0,1,1,2,0.999001,4926.108374,4926.108374,9852.216748,54,54.0,54,54,0.0,60,60.0,60,60,0.0,114,57.0,54,60,3.0,1.111091,266009.852217,295566.502463,561576.354680,0,0,0,0,2,0,0,0,0,0,0,0,54,54,108,0.981818,0.885246,0.947368
10.133.27.160,52309,202.115.39.6,53,0.002966,0.000077,0.008222,0.003105,0.003465,0.000000,0.008557,0.003651,0.001618,0.000000,0.008188,0.002687,0.017894,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,391.192579,279.423270,670.615849,428,61.142857,54,90,12.46055,604,120.8,60,362,120.602488,1032,86.0,54,362,83.761566,1.411212,23918.631944,33754.331061,57672.963005,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.881119,0.446281,0.627907
10.133.27.160,52310,202.115.39.6,53,0.002766,0.000021,0.006907,0.002795,0.003260,0.000000,0.007259,0.003301,0.001509,0.000000,0.006816,0.002428,0.016696,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,419.262099,299.472928,718.735027,428,61.142857,54,90,12.46055,589,117.8,60,347,114.602618,1017,84.75,54,347,79.64413,1.376165,25634.882607,35277.910877,60912.793484,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.881119,0.457627,0.637168
10.133.27.160,52311,202.115.39.6,53,0.005370,0.000054,0.017394,0.00622,0.006414,0.000000,0.017751,0.007298,0.002929,0.000000,0.017201,0.005219,0.032322,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,216.570757,154.693398,371.264155,428,61.142857,54,90,12.46055,604,120.8,60,362,120.602488,1032,86.0,54,362,83.761566,1.411212,13241.754842,18686.962440,31928.717282,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.881119,0.446281,0.627907
10.133.27.160,52312,202.115.39.6,53,0.005306,0.000018,0.017458,0.006239,0.006414,0.000000,0.017751,0.007298,0.002894,0.000000,0.017353,0.005242,0.031933,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,219.208969,156.577835,375.786804,421,60.142857,54,83,10.176002,435,87.0,60,193,53.00566,856,71.333333,54,193,37.501852,1.033252,13183.853694,13622.271631,26806.125325,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.895735,0.619266,0.757009
10.133.27.160,52313,202.115.39.6,53,0.006822,0.000029,0.017265,0.00762,0.008866,0.000000,0.017751,0.008866,0.003721,0.000000,0.017107,0.006463,0.041033,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,170.594400,121.853143,292.447543,424,60.571429,54,86,11.14652,473,94.6,60,231,68.204399,897,74.75,54,231,47.876795,1.115563,10333.146492,11527.307289,21860.453781,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.889412,0.56962,0.722408
10.133.27.160,52314,202.115.39.6,53,0.006780,0.000019,0.017369,0.007706,0.008866,0.000000,0.017751,0.008866,0.003698,0.000000,0.017262,0.006517,0.040780,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,171.652771,122.609122,294.261893,424,60.571429,54,86,11.14652,508,101.6,60,266,82.20365,932,77.666667,54,266,57.421444,1.19811,10397.253556,12457.086807,22854.340363,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.889412,0.530452,0.695279
10.133.27.160,52315,202.115.39.6,53,0.006666,0.000021,0.017169,0.007082,0.006362,0.000000,0.017712,0.007274,0.003636,0.000000,0.016883,0.006024,0.040094,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,174.589714,124.706939,299.296653,424,60.571429,54,86,11.14652,425,85.0,60,183,49.006122,849,70.75,54,183,34.902543,1.002356,10575.148401,10600.089789,21175.238190,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.889412,0.633803,0.763251
10.133.27.160,52316,202.115.39.6,53,0.006625,0.000026,0.017200,0.007087,0.006362,0.000000,0.017712,0.007274,0.003614,0.000000,0.016929,0.006022,0.039852,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,175.649905,125.464218,301.114123,424,60.571429,54,86,11.14652,472,94.4,60,230,67.804425,896,74.666667,54,230,47.604855,1.113205,10639.365653,11843.822142,22483.187795,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.889412,0.570825,0.723214
10.133.27.160,52317,202.115.39.6,53,0.006579,0.000015,0.017262,0.007062,0.006362,0.000000,0.017712,0.007274,0.003588,0.000000,0.016983,0.005994,0.039573,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,176.888282,126.348773,303.237055,424,60.571429,54,86,11.14652,499,99.8,60,257,78.603817,923,76.916667,54,257,54.962803,1.176884,10714.375963,12609.607561,23323.983524,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.889412,0.54,0.702059
10.133.27.160,52318,202.115.39.6,53,0.006577,0.000020,0.017289,0.007029,0.006362,0.000000,0.017712,0.007274,0.003587,0.000000,0.017028,0.005964,0.039560,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,176.946411,126.390293,303.336704,424,60.571429,54,86,11.14652,423,84.6,60,181,48.206224,847,70.583333,54,181,34.366792,0.997639,10717.896866,10692.618807,21410.515673,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.889412,0.636792,0.765053
10.133.27.160,52319,202.115.39.6,53,0.007258,0.000015,0.021625,0.007872,0.003658,0.000000,0.008327,0.003727,0.003629,0.000000,0.021396,0.006496,0.036392,385222,64203.666667,64131,64240,51.383093,146000,29200.0,29200,29200,0.0,531222,48292.909091,29200,64240,17429.402976,6,5,11,0.833194,164.871400,137.392834,302.264234,372,62.0,54,88,12.382784,405,81.0,60,163,41.007316,777,70.636364,54,163,30.618689,1.088707,10222.026819,11128.819521,21350.846340,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.868633,0.665025,0.764479
10.133.27.160,52320,202.115.39.6,53,0.007181,0.000066,0.021402,0.00779,0.003658,0.000000,0.008327,0.003727,0.003590,0.000000,0.021197,0.006433,0.036005,385222,64203.666667,64131,64240,51.383093,146000,29200.0,29200,29200,0.0,531222,48292.909091,29200,64240,17429.402976,6,5,11,0.833194,166.643522,138.869601,305.513123,372,62.0,54,88,12.382784,405,81.0,60,163,41.007316,777,70.636364,54,163,30.618689,1.088707,10331.898347,11248.437717,21580.336064,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.868633,0.665025,0.764479
10.133.27.160,52321,202.115.39.6,53,0.019690,0.000014,0.090900,0.03267,0.019505,0.000000,0.047459,0.02147,0.009845,0.000000,0.047459,0.016884,0.118241,453514,64787.714286,64240,65518,632.445981,175200,29200.0,29200,29200,0.0,628714,48362.615385,29200,65518,17747.20347,7,6,13,0.85702,59.201123,50.743820,109.944943,424,60.571429,54,86,11.14652,631,105.166667,60,329,100.103974,1055,81.153846,54,329,72.014791,1.488204,3585.896601,5336.558385,8922.454986,2,2,0,3,12,0,0,0,2,0,1,0,378,324,702,0.889412,0.512658,0.665403
10.133.27.160,52322,202.115.39.6,53,0.005880,0.000016,0.020605,0.007252,0.003658,0.000000,0.008327,0.003727,0.003208,0.000000,0.020362,0.005975,0.035383,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,197.835119,141.310799,339.145918,424,60.571429,54,86,11.14652,449,89.8,60,207,58.605119,873,72.75,54,207,41.366502,1.05896,11983.155753,12689.709748,24672.865501,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.889412,0.6,0.742268
10.133.27.160,52323,121.194.9.205,443,0.038412,0.000008,0.612286,0.116768,0.029889,0.000000,0.652389,0.114125,0.016838,0.000000,0.612286,0.079327,1.229268,80718,2446.0,514,64240,10923.739112,68300,1665.853659,66,65535,10098.598863,149018,2013.756757,66,65535,10481.77582,33,41,74,1.242387,26.845244,33.353183,60.198427,5129,155.424242,54,859,236.371694,45481,1109.292683,60,1354,474.548373,50610,683.918919,54,1354,611.959409,8.867419,4172.401787,36998.441349,41170.843136,0,2,0,15,73,0,0,0,5,0,10,0,1782,2214,3996,0.347368,0.048679,0.078957
10.133.27.160,52324,202.115.39.6,53,0.005506,0.000016,0.018515,0.006582,0.003658,0.000000,0.008327,0.003727,0.003003,0.000000,0.018257,0.00546,0.033133,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,211.269731,150.906951,362.176682,424,60.571429,54,86,11.14652,425,85.0,60,183,49.006122,849,70.75,54,183,34.902543,1.002356,12796.909426,12827.090816,25624.000242,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.889412,0.633803,0.763251
10.133.27.160,52325,202.115.39.6,53,0.005468,0.000033,0.018306,0.006549,0.003658,0.000000,0.008327,0.003727,0.002983,0.000000,0.018055,0.00544,0.032910,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,212.701307,151.929505,364.630812,424,60.571429,54,86,11.14652,472,94.4,60,230,67.804425,896,74.666667,54,230,47.604855,1.113205,12883.621999,14342.145245,27225.767244,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.889412,0.570825,0.723214
10.133.27.160,52326,202.115.39.6,53,0.005513,0.000020,0.019784,0.00699,0.006470,0.000000,0.020116,0.008222,0.003007,0.000000,0.019674,0.005775,0.033176,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,210.995901,150.711358,361.707259,424,60.571429,54,86,11.14652,425,85.0,60,183,49.006122,849,70.75,54,183,34.902543,1.002356,12780.323125,12810.465397,25590.788522,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.889412,0.633803,0.763251
10.133.27.160,52327,202.115.39.6,53,0.006581,0.000042,0.019875,0.007238,0.006470,0.000000,0.020116,0.008222,0.003290,0.000000,0.019733,0.005991,0.033003,389274,64879.0,64240,65518,639.0,146000,29200.0,29200,29200,0.0,535274,48661.272727,29200,65518,17771.897311,6,5,11,0.833194,181.801654,151.501379,333.303033,370,61.666667,54,86,11.685699,472,94.4,60,230,67.804425,842,76.545455,54,230,49.293857,1.275672,11211.102021,14301.730146,25512.832167,2,2,0,3,10,0,0,0,2,0,1,0,324,270,594,0.873315,0.570825,0.705463
10.133.27.160,52328,202.115.39.6,53,0.003979,0.000022,0.011448,0.004319,0.004789,0.000000,0.011651,0.005008,0.002171,0.000000,0.011361,0.003689,0.023976,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,291.958625,208.541875,500.500500,423,60.428571,54,85,10.82137,543,108.6,60,301,96.203118,966,80.5,54,301,66.99689,1.283685,17642.642643,22647.647648,40290.290291,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.891509,0.496324,0.670807
10.133.27.160,52329,202.115.39.6,53,0.003957,0.000014,0.011208,0.004187,0.004789,0.000000,0.011651,0.005008,0.002158,0.000000,0.011075,0.00359,0.023843,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,293.587216,209.705155,503.292371,423,60.428571,54,85,10.82137,528,105.6,60,286,90.203326,951,79.25,54,286,62.884981,1.248224,17741.056075,22144.864321,39885.920396,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.891509,0.510397,0.681388
10.133.27.160,52330,117.180.236.30,443,0.026733,0.000022,0.143997,0.037397,0.018671,0.000000,0.132485,0.027242,0.011167,0.000000,0.101657,0.020237,0.882297,81205,2388.382353,511,64240,10766.984684,249480,5423.478261,4085,65535,8960.896902,330685,4133.5625,511,65535,9883.910166,34,46,80,1.352901,38.535777,52.136639,90.672416,4161,122.382353,54,651,122.848547,13019,283.021739,60,1354,359.185521,17180,214.75,54,1354,294.793635,3.128814,4716.099001,14755.802185,19471.901186,0,2,0,43,79,0,0,0,13,0,30,0,1836,2484,4320,0.441134,0.190783,0.251455
10.133.27.160,52331,202.115.39.6,53,0.006766,0.000074,0.016705,0.007287,0.008589,0.000000,0.017555,0.008593,0.003690,0.000000,0.016433,0.00616,0.040693,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,172.019758,122.871255,294.891013,425,60.714286,54,87,11.473127,601,120.2,60,359,119.402513,1026,85.5,54,359,82.929187,1.414114,10444.056717,14769.124911,25213.181628,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.887324,0.448505,0.631579
10.133.27.160,52332,202.115.39.6,53,0.006727,0.000109,0.017105,0.007499,0.008589,0.000000,0.017555,0.008593,0.003669,0.000000,0.016953,0.006334,0.040461,453514,64787.714286,64240,65518,632.445981,146000,29200.0,29200,29200,0.0,599514,49959.5,29200,65518,17551.627866,7,5,12,0.714184,173.006105,123.575789,296.581894,425,60.714286,54,87,11.473127,586,117.2,60,344,113.402645,1011,84.25,54,344,78.807915,1.37882,10503.942068,14483.082474,24987.024542,2,2,0,3,11,0,0,0,2,0,1,0,378,270,648,0.887324,0.459966,0.64095
10.133.27.160,52333,222.192.187.139,443,0.006126,0.000158,0.023702,0.007544,0.006175,0.000000,0.047429,0.013018,0.004152,0.000000,0.046489,0.010337,0.095594,68348,7594.222222,511,64240,20027.306879,43500,2900.0,82,42340,10540.783386,111848,4660.333333,82,64240,15000.569213,9,15,24,1.666482,94.148168,156.913614,251.061782,1736,192.888889,54,620,206.202406,12160,810.666667,60,1354,561.509474,13896,579.0,54,1354,549.956286,7.004604,18160.135573,127204.636274,145364.771847,0,2,0,10,23,0,0,0,5,0,5,0,486,810,1296,0.279793,0.066606,0.093264
